date,category,company,headline,sentence,content_url,image_url
20200828,생활문화,뉴시스,서울문화재단 롯데백화점 강남점과 전시·유통 MOU,서울 뉴시스 업무 협약 체결 현장 사진 서울문화재단 제공 2020.08.28 photo newsis.com 서울 뉴시스 남정현 기자 서울문화재단이 롯데백화점 강남점과 예술작품의 전시와 유통을 지원하기 위한 업무협약을 28일 오전 11시 롯데백화점 강남점에서 체결했다. 28일 서울문화재단에 따르면 협약의 주요내용은 롯데백화점 강남점 공간을 활용한 서울문화재단 사업 선정 작가들의 작품 전시 백화점 유통체계를 활용한 작품의 장기적인 유통 지원 등이다. 특히 공공분야 예술지원 사업의 주된 방식인 창작활동에 대한 직접적인 예산 지원에서 벗어나 유통 전문 기업과 협력해 작품의 유통을 돕는 새로운 형식의 예술지원 사업이라는 점에서 의미가 있다고 서울문화재단은 전했다. 이번 협약은 오는 10월 서울문화재단의 시각·공예 장르 전문 창작공간인 신당창작아케이드 입주작가들의 전시로 그 시작을 알린다. 전시는 롯데백화점 강남점 공간 곳곳을 활용한 참여형 전시로 기획될 예정이다. 서울문화재단 김종휘 대표이사는 그동안 재단의 메세나 사업은 다양한 층위에서 예술인의 창작 활동을 지원하고 활성화하는 것에 집중해 왔다 며 이번 롯데백화점 강남점과의 협력을 통해 예술가에게는 활발한 작품 유통을 관람객에게는 예술작품을 구매하는 새로운 창구 역할을 할 수 있기를 기대한다 고 밝혔다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=003&aid=0010046288,https://imgnews.pstatic.net/image/003/2020/08/28/NISI20200828_0000590397_web_20200828142148_20200828143509538.jpg?type=w647
20200828,생활문화,매일경제,이번엔 양준일과 손잡고 여성 패션 아이템 만들어 출시,신세계인터내셔날 프로젝트 449 일환 신세계인터내셔날은 28일 자체 온라인몰 S.I.VILLAGE 에스아이빌리지 를 통해 가수 양준일과 협업한 여성 의류 및 액세서리 컬렉션을 출시한다고 밝혔다. 이번 컬렉션은 올해 3월부터 가수 양준일과 함께 준비해 온 패션 프로젝트 449 의 일환으로 지난 8월 선공개한 굿즈 컬렉션에 이어 두번째다. 의류와 액세서리 역시 굿즈와 마찬가지로 기획부터 제작 단계까지 양준일이 직접 참여했다. 출시 품목은 다운점퍼 코트 재킷 니트웨어 스커트 데님 등 총 31종의 의류와 가방 모자 주얼리 등 총 18종의 액세서리 등이 있다. 시대를 뛰어넘는 패션 아이콘 양준일처럼 1990년대와 2020년대의 연결을 주제로 했으며 복고 요소를 현대적으로 재해석했다. 특히 럭셔리 수공예 주얼리 브랜드 존 하디 John Hardy 의 목걸이 귀걸이 등 대표 제품으로 장식한 모자와 스 셔츠가 각 1개씩만 제작돼 높은 소장가치를 지닌다. 해당 제품의 판매 수익금 전액은 어려운 이웃을 돕는 데 쓰일 예정이다. 이번 컬렉션은 언택트 소비 시대에 맞춰 여러 온라인 채널을 통해 공개될 예정이다. 먼저 온라인 라이브 방송을 통해 양준일이 직접 제품 판매에 나선다. 오는 9월 2일 오후 7시부터 한 시간 동안 네이버 셀렉티브 라이브 방송에서는 양준일과 모델 지현정이 직접 컬렉션을 소개하고 판매한다. 고객들과 실시간으로 소통하며 댓글을 통한 질문과 의견에 답할 예정이다. 라이브 방송 참여 고객에게는 특별한 혜택도 제공한다. 방송 시청 중 댓글을 남기거나 퀴즈를 맞추는 고객에게 추첨을 통해 양준일 굿즈 중 양말 다이어리 그립톡을 증정한다. 방송 시청 후 S.I.VILLAGE를 통해 의류를 구매하는 고객 100명에게는 선착순으로 라이프 워커 LIFE WALKER 글자가 프린트 된 쇼퍼백을 제공한다. 신세계인터내셔날 관계자는 전체적인 디자인과 소재부터 프린트 장식 등 세부적인 요소에 이르기까지 모든 부분에 양준일의 의견이 반영돼 특별하다 면서 먼저 출시된 한정판 굿즈 패키지가 순식간에 완판된 만큼 의류 컬렉션도 좋은 반응이 기대된다 고 말했다. 한편 신세계인터내셔날은 28일 신세계백화점 강남점에 449프로젝트 양준일 공식 컬렉션 팝업스토어를 오픈한다. 양준일은 팝업스토어를 둘러보며 양준일 인스타그램 계정 라이브 방송 을 통해 컬렉션을 소개할 예정이다. 팬들은 매장을 방문하지 않고도 온라인을 통해 매장 곳곳을 언택트 방식으로 접할 수 있다. 이후 9월 8일 신세계백화점 광주점 9월15일 신세계백화점 센텀시티점에서도 팝업스토어가 열린다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=009&aid=0004644414,https://imgnews.pstatic.net/image/009/2020/08/28/0004644414_001_20200828143306064.jpg?type=w647
20200828,생활문화,헬스조선,속보아베 총리 지병으로 사임 계획… 궤양성 대장염,지병으로 u200b아베 총리는 u200b국정에 지장을 주는 것을 피하기 위해 사임할 뜻을 굳혔다. 연합뉴스 제공 아베 신조 u200b 일본 총리가 지병 때문에 사임할 의향을 굳혔다고 일본 공영방송 NHK가 오늘 28일 보도했다. 아베 총리는 최근 지병인 궤양성대장염이 악화했다는 분석이 주간지 등으로부터 제기됐다. 2주 연속 도쿄 게이오대 병원을 방문해 장시간 진료를 받았다. 궤양성 대장염은 완치가 어려운 만성 재발성 질환이다. 점액이 섞인 혈변이나 설사와 변을 참지 못해 급히 화장실을 찾는 대변 절박감 잔변감 복통 등이 주요 증상이다. 경희대병원 소화기내과 이창균 교수는 u200b “궤양성 대장염은 평생 지속되지만 조기 진단과 치료가 동반되면 대다수 환자는 일상생활에 큰 문제가 없다”며 “암과 같은 불치병으로 생각하기보다는 고혈압이나 당뇨병처럼 적절히 치료하고 관리하는 만성질환으로 접근하는 자세가 바람직하다”고 말했다. 아시아 여러 나라에서는 서구화된 식생활로 궤양성 대장염이 증가하고 있다. 장에 흡수되는 물질이 아시아인의 장 속에 분포하는 미생물들과 조화하지 못해 장을 공격하는 염증 반응을 일으킨다는 것이다. 실제로 정제 설탕이나 패스트푸드 마가린 같은 고당질 고지방 식품을 많이 먹으면 궤양성 대장염 발생이 늘어난다는 연구 결과도 있다. 한편 아베 총리는 1차 집권 때인 2007년 9월에도 지병이 악화해 임기 중 사임하기도 했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=346&aid=0000033707,https://imgnews.pstatic.net/image/346/2020/08/28/0000033707_001_20200828143324003.jpg?type=w647
20200828,생활문화,연합뉴스,청도군 코로나19 확산에 하반기 축제 전면 취소,청도군청 청도군청 제공.재판매 및 DB 금지 청도 연합뉴스 이강일 기자 경북 청도군은 신종 코로나바이러스 감염증 코로나19 확산을 막기 위해 하반기 축제를 모두 취소한다고 28일 밝혔다. 청도반시축제와 청도세계코미디아트페스티벌 경북도 풍물대축제 등이다. 상반기 코로나19 유행 때 연기한 청도유등제와 청도읍성예술제 청도락 樂 콘서트도 취소했다. 청도군 관계자는 주민 안전이 최우선이어서 행사를 취소했다 며 내년에 더 새로운 모습으로 선보일 수 있도록 내실 있게 준비하겠다 고 말했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=001&aid=0011844634,https://imgnews.pstatic.net/image/001/2020/08/28/AKR20200828105000053_01_i_P4_20200828143111037.jpg?type=w647
20200828,생활문화,스포츠서울,2020 고객선호브랜드지수 1위 無첨가물 원칙 건강기능식품 포뉴PONU,스포츠서울 신재유기자 포뉴 PONU 가 8월 28일 스포츠서울 G밸리뉴스 주최의 ‘2020 고객선호브랜드지수 1위’에서 건강기능식품 다이어트 R D 부문을 수상했다. 포뉴 PONU 포뉴 PONU 는 모든 제품에 無첨가물 원칙을 적용하고 있으며 GMP 인증시설에서 제조해 소비자가 안심하고 섭취 할 수 있도록 하는 것이 포뉴의 철학이다. 최근 새롭게 출시한 내몸애착 다이어트보조제를 비롯해 밀크씨슬 비타민D 비오틴 임산부 영양제인 철분과 엽산 새싹보리 코엔자임 Q10 멀티비타민미네랄 칼슘마그네슘비타민D 등이 있다. 이외에도 포뉴는 초록우산 어린이 재단을 통해 수익금의 일부를 기부하는 등 각종 아동지원 사업에도 동참하고 있다. 자연에서 찾은 원료 사용뿐만 아니라 기부참여를 통해 소외받는 아동들을 돕는 등 사회적으로 착한 소비를 함께 권장하고 있다. 포뉴 PONU 관계자는 “의미 있는 상에 1위로 선정되어 감사하다”며 “자연에서 찾은 좋은 원 료만을 사용하고 첨가물 없이 만든 우리 제품에 앞으로도 꾸준한 관심을 부탁드린다”라고 덧 붙였다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=468&aid=0000692357,https://imgnews.pstatic.net/image/468/2020/08/28/0000692357_001_20200828142936967.jpg?type=w647
20200828,생활문화,스포츠서울,2020 고객선호브랜드지수 1위 친환경세제 브랜드 탑스텝,스포츠서울 신재유기자 탑스텝이 8월 28일 스포츠서울 G밸리뉴스 주최의 ‘2020 고객선호브랜드지수 1위’에서 친환경브랜드 친환경세제 부문을 수상했다. 2년 연속 수상한 탑스텝은 중성 세탁 세제로 고농축 성분으로 구성돼 있다. 특히 옥수수와 코코넛에서 추출한 에코서트 인증 받은 식물유래 계면활성제를 주원료로 사용했으며 강력한 세탁력을 위해 덴마크산 7종 효소를 첨가한 것이 특징이다. 또한 CMIT와 페녹시에탄올 등 20여 종의 유해성분을 배제함으로써 유아 의류 세탁에도 사용 가능하며 환경부 ‘환경표지 인증’ 한국화학융합시험연구원의 ‘비자극 인증’ 그리고 한국표준협회의 ‘대한민국로하스인증’ 등을 취득해 성분의 안전성을 공증 받은 바 있다. 탑스텝 한편 주 한국미라클피플사 KMPC 는 1995년 설립한 세제 전문기업으로 25년간 축적한 친환경 노하우를 바탕으로 가정용 하우스 세정제 ‘은나노스텝’ 고성능 세탁세제 ‘탑스텝’을 비롯한 다양한 50여 종의 친환경 세제를 직접 연구개발 및 생산 판매하고 있다. 관계자는 “2년 연속 고객선호브랜드지수 1위를 수상하게 돼 영광”이라며 “환경을 최우선으로 하는 기업으로써 소비자에게 더 많은 친환경 제품을 선보이겠다”고 전했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=468&aid=0000692356,https://imgnews.pstatic.net/image/468/2020/08/28/0000692356_001_20200828142936089.jpg?type=w647
20200828,생활문화,노컷뉴스,연극 엔드게임 개막…기국서·기주봉 형제 뭉쳤다,부조리극 대명사 사무엘 베케트 작품 대학로 선돌극장에서 9월 1일부터 6일까지 CBS노컷뉴스 문수경 기자 사진 극단76 제공 연출가 기국서·배우 기주봉 형제가 연극 관객모독 이후 오랜만에 뭉쳤다. 극단76의 연극 엔드게임 이 9월 1일부터 6일까지 대학로 선돌극장에서 열린다. 지난해 초연에 이은 재연이다. 엔드게임 은 부조리극의 대표작가인 사무엘 베케트가 1957년 발표한 작품이다. 바깥세상과 단절된 네 사람이 권태를 이기기 위해 관념적이고 가학적인 유희를 반복하는 이야기다. 이 작품은 베케트의 대표작 고도를 기다리며 의 연장선에 있다. 반복되고 분절된 대사로 이뤄져 있다. 난해하고 무겁지만 이는 부조리극의 두드러지는 장점이기도 하다. 엔드게임 의 프랑스어 원제는 승부의 종말 Fin de partie 이지만 최종장 게임의 종말 등으로 번역돼 왔다. 작년 초연 때는 베게트가 영어제목으로 썼던 엔드게임 End game 을 택했다. 번역을 맡은 오세곤 교수 극단 노을 예술감독 는 원작의 어감을 살리면서 베케트가 의도한 다중적 이미를 최대한 한국적으로 표현했다 고 말했다. 기국서 연출은 베케트의 무거운 부조리를 유쾌하게 표현하는데 중점을 뒀다. 또한 극단76에서 함께 작업해온 배우 기주봉과 박윤석이 새로 합류하면서 전작과 또다른 해석이 가능해졌다. 기주봉은 독설을 간직한 독재자이지만 의자에 갇힌 햄 박윤석은 다리가 불편한 클로그 를 연기한다. 정재진 니그 과 임지수 넬 는 늙은 부부 역을 맡았다. 모두 갇히고 유폐된 인물이다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=079&aid=0003400505,https://imgnews.pstatic.net/image/079/2020/08/28/0003400505_001_20200828143016222.jpg?type=w647
20200828,생활문화,국민일보,또 터진 집단감염…서울 노원구 빛가온교회 21명 확진,28일 오후 신종 코로나바이러스감염증 코로나19 집단 감염이 발생한 서울 노원구 소재의 빛가온교회 정문에 시설폐쇄 안내문이 붙어 있다. 노원구는 교회 시설을 폐쇄하고 인근 주택가에 대한 방역을 실시하고 있다. 뉴시스 서울 노원구 상계동 빛가온교회에서 신종 코로나바이러스감염증 코로나19 집단감염이 발생했다. 28일 서울시는 이날 브리핑을 통해 빛가온교회 관련 확진자가 17명이라고 밝혔다. 하지만 노원구는 서울시 브리핑 직후인 이날 오전 11시33분쯤 재난문자로 “확진자가 21명 발생했다”고 처음 공지했다. 서울시 발표에 따르면 지난 22일 교회 교인이 첫 확진 판정을 받은 뒤 25일까지 교인과 교인 가족을 중심으로 7명이 27일에 9명이 추가로 확진됐다. 노원구가 구민들에게 해당 교회 집단감염 사실을 알린 것은 적어도 8명이 확진된 지 사흘이 지난 시점이다. 시에 따르면 첫 확진자를 제외하고 364명에 대한 검사가 진행되고 있다. 시와 구는 이 교회 교인 방문자 지난 8월16 18일 예배에 참석한 사람 등이 노원구보건소 선별진료소를 방문해 검사를 받도록 안내 문자를 발송했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=005&aid=0001356578,https://imgnews.pstatic.net/image/005/2020/08/28/611718110014955060_1_20200828142804226.jpg?type=w647
20200828,생활문화,헤럴드경제,강릉아산병원 ‘관상동맥우회술’ 2년연속 1등급,심평원 평가 1등급..전국 81개소 종합병원급서 최강자 하현권 강릉아산병원장. 헤럴드경제 강릉 박정규 기자 강릉아산병원 원장 하현권 이 보건복지부 산하 건강보험심사평가원에서 진행한 ‘관상동맥우회술 적정성 평가에서 1등급을 획득했다고 28일 밝혔다. 관상동맥은 심장 주위를 감싸고 있으며 심장에 혈액을 공급해 주는 역할을 하는 동맥이다. 관상동맥우회술은 심장질환 사망원인의 절반가량을 차지하는‘허혈성 심질환’의 치료방법으로 심장에 혈액을 공급하는 관상동맥이 좁아지거나 막힌 경우 다른 혈관으로 우회하는 새로운 혈관을 만들어주는 고난이도 수술이다. 이번 6차 적정성 평가는 2018년 7월부터 2019년 6월까지 허혈성 심질환으로 입원한 환자에게 관상동맥우회술을 시행한 전국 81개소 종합병원급 이상 의료기관을 대상으로 이뤄졌다. 주요 평가지표인 ▷ 진료량 관상동맥우회술 수술건수 ▷ 진료과정 수술 시 내흉동맥 사용 비율 ▷퇴원 시 아스피린 처방률 ▷ 진료결과 수술 후 합병증 출혈 혈종 으로 인한 재수술 비율 ▷수술 후 30일 내 사망률 ▷퇴원 30일 이내 재입원율 등의 지표를 평가해 1 5등급으로 구분했다. 강릉아산병원은 종합점수 96.0점으로 전국평균 94.16점 종합병원 93.14점 보다 높은 성적을 받았으며 지난해에 이어 2년 연속 1등급을 획득했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=016&aid=0001718040,https://imgnews.pstatic.net/image/016/2020/08/28/20200828000500_0_20200828142706213.jpg?type=w647
20200828,생활문화,머니투데이,쌍용차 비대면 글로벌 채널 강화로 수출 위기 타개,머니투데이 주명호 기자 쌍용자동차가 코로나19 COVID 19 로 위축된 수출시장 회복을 위해 언택트 비대면 마케팅 및 커뮤니케이션 채널을 강화한다. 28일 쌍용차는 지난 26일 벨기에·영국·스페인·이탈리아 대리점 관계자 쌍용차의 해외영업본부 상품·마케팅본부 기술연구소 관계자 30여명이 참여한 가운데 글로벌 제품 마케팅 협의회 PMC 화상회의를 개최했다고 밝혔다. 쌍용차는 2017년부터 매년 2 4차례 주요 해외대리점 관계자들을 평택 본사로 초청해 협의회를 개최해왔다. 올해는 코로나19 사태의 장기화로 인해 연내 협의회 개최 여부가 불확실해지면서 잠정 중단했던 협의회를 비대면 화상회의로 전환했다. 이와 함께 쌍용차는 이달 6일 칠레에서 코란도 온라인 론칭 행사를 진행해 위축된 수출시장 타개를 위한 행보를 이어가고 있다. 행사에는 유명 언론인이자 대학교수인 필리페 비달의 단독사회로 진행됐으며 모든 콘텐츠는 사전 제작한 영상으로 구성됐다. 쌍용차는 지난달 쿠웨이트와 이라크에 쇼룸을 새롭게 오픈하고 영국대리점 본사를 확장이전하는 등 글로벌 판매네트워크 재정비에 나서고 있다. 이와 함께 비대면 커뮤니케이션 및 마케팅에 주력하면서 침체된 자동차시장에 탄력적으로 대응하고 포스트 코로나 시대를 준비한다는 방침이다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=008&aid=0004462620,https://imgnews.pstatic.net/image/008/2020/08/28/0004462620_001_20200828142503237.jpg?type=w647
