,title,contents
19,"[6/5 중국증시종합] 경기부양 호재, 상하이지수 0.40%↑,주간 2.75%↑","종목별로는 공항해상운송, 반도체, 농업서비스, 에탄올 연료 테마주가 강세를 나타낸 반면, 연일 강세를 보여온 맥주 테마주를 비롯해 식품가공, 농업재배 테마주는 약세를 보였다. 이와 관련해 최근 중국에서..."
20,[특징주]한일 갈등 고조 분위기에 모나미 등 ‘애국 테마주’ 강세,"우리 정부가 조만간 이와 관련한 입장을 밝힐 것이라고 전한 가운데, 금일 주식시장에서는 애국 테마주가... ‘애국 테마주’로 자주 거론돼 왔다. 실제로 이들 종목은 일본이 한국을 백색국가(화이트리스트)에서..."
21,코로나 19 물리친 중국증시 외인자금 봇물,외국인 선호 소비 테마주인 구이저우마오타이의 베이징 조양구 매장에서 점원이 제품을 진열하고 있다.... 관련 테마주다. 5월 이후 회복장에서는 특히 식품 음료 의약 등 소비관련 섹타에 외자가 집중되면서 주가...
22,"[이진우의 주간 증시] 동학 개미 운동, 하반기도 통할까","주자 테마주' 후끈…전략은? - 4·15 총선 한 달 후에도 정치 테마株 여전 - ""통합당 대선주자 없다"" 홍정욱... - 이재명 '대선 불출마' 언급에 테마주 급락 - 정치테마주, 관련 없는 것도 들썩…'폭탄 돌리기' 우려..."
23,코로나 테마주 힘 빠졌나?...씨젠 · 파미셀 · 수젠텍 등 '장중 약세',"특히 ""테마주는 상황에 따라 급변 가능성이 있는 만큼"" 신중한 투자 자세를 견지해야 한다는 게 전문가들의 중론이다. 테마주에 투자할 때도 관련 기업 실적 등을 꼼꼼히 따지며 투자 여부를 결정해야 한다는 게..."
24,"'언택트' 수혜주 5G, 주가는 왜 안 오를까",지난해 큰 주목을 받았던 5G(5세대 이동통신) 테마주의 수익률이 이전만 못하다. 5G 상용화로 대규모 투자가... 통산장비 테마주를 모은 ETN(상장지수증권)인 '신한 FnGuide 5G 테마주 ETN'도 0.92% 하락하는 등 전체적으로...
25,"핀업 스탁, 화제 시사이슈 테마주 정보 무료 제공","기반의 테마주 정보를 제공하고 있다고 29일 밝혔다. 해당 업체는 화제가 되는 시사이슈를 기반으로 참고할만한 관련 기사와 주목할 만한 테마주 정보를 함께 제공하는 서비스인 '추천 테마'를 운영하고 있는데, 핀업 스탁..."
26,"[증시브리핑] 美증시, 고용지표 부진에 우려 커져…3대지수 혼조 마감",어제 드론 테마주가 급등했습니다. 정부가 드론 택시 사용화 로드맵을 발표했는데요. 드론 테마주에 속한 종목 주 3개가 상한가로 거래 마쳤고요. 퍼스텍은 거래량이 가장 많았습니다. 애국테마주도 급등했습니다. 강경화...
27,다시 불붙는 애국테마…수혜주 '옥석가리기',이른바 '애국 테마주'로 다시 한번 돈이 몰렸다. 하지만 일본산 제품 불매운동에 따른 반사이익을 전혀 거두지 못했던 종목도 있어 투자자의 주의가 요구된다. 2일 금융투자업계에 따르면 대표적인 애국 테마주로...
28,'홍정욱 테마주' 상한가 친 KNN…알고보니 이미 끝난 사이?,각종 테마주들이 주식시장의 비합리성을 보여주는 대표적인 사례다. 부산·경남지역 민영방송사인 KNN도 최근 테마주로 주목을 받고 있다. 29일 증시에서는 KNN이 이날 1시24분쯤부터 급등해 상한가(1660원)로 마감했다....
29,[특징주]대신정보통신 등 유승민 테마주 급등,"이들 종목은 기업의 대표가 유 의원과 미국 위스콘신대학교의 동문이라는 이유로 테마주로 엮였다. 하지만 2017년 대신정보통신은 “유승민 의원과 위스콘신 대학교 동문인 것은 사실이가, 회사 사업은 전혀..."
30,"[특징주]모나미, 애국주 아닌 민경욱 대선주자 테마주?",돌연 테마주로 둔갑했다. 4일 오전 11시9분 현재 모나미는 전일 대비 12.38% 오른 5220원을 기록 중이다. 시중에서는 민 전 의원이 다음 대선에 출마할 것이며 테마주로는 모나미가 꼽힌다는 얘기가 돌고 있는 것으로...
31,"상장 10년만에 역대 최고가, '홍정욱 테마주' KNN은 어떤 회사?",각종 테마주들이 주식시장의 비합리성을 보여주는 대표적인 사례다. 부산·경남지역 민영방송사인 KNN도 최근 테마주로 주목을 받고 있다. 29일 증시에서는 KNN이 이날 1시24분쯤부터 급등해 상한가(1660원)로 마감했다....
32,한일 관계 더욱 냉각...소부장·애국 테마 '꿈틀',다만 금융투자업계에서는 실적이 뒷받침되지 않는 테마주에 대한 옥석가리기가 필요하다는 시각이다.... 대표적인 애국 소비 테마주로 꼽혔던 모나미 역시 올해 1분기 영업이익 감소로 순이익 적자로 전환했다. 이와...
33,수혜 기업마저… 맥 못 추는 저유가 테마주들,이런 상황은 과거 유가 하락 때마다 저유가 수혜 테마주로 투자자들의 관심을 키웠던 기업들에 대해 ‘이번에는 조심해야 한다’는 경고를 날리고 있다. 구체적으로 저유가 수혜 테마로 유명한 항공·운송 산업에서...
34,"'방탄소년단 테마주' 다 떨어져, 엔터테인먼트3사는 JYP 빼고 하락",'방탄소년단 테마주'로 묶이는 회사들의 주가가 모두 떨어졌다. 29일 디피씨 주가는 전날보다 5.8%(650원) 떨어진 1만550원에 거래를 끝냈다. 디피씨는 자회사 스틱인베스트먼트를 통해 빅히트엔터테인먼트에...
35,"[특징주] '애국테마주' 신성통상·남영비비안, 한일 갈등 재점화에 급등","한일 갈등 재점화 조짐에 '애국테마주'로 분류되는 모나미, 신성통상, 남영비비안 등이 강세다. 4일 오후2시2분 현재 신성통상은 전 거래일 대비 30%(435원) 오른 1885원에 거래되고 있다. 모나미(23.14%)와 남영비비안(10.69..."
36,"[6/3 중국증시종합] 경기회복세 불구, 미중 갈등에 혼조…상하이지수 0.07%↑","종목별로는 노점 경제, 포토레지스트, 마스크 테마주가 강세를 보인 반면, 전날 중국 당국의 '하이난(海南) 자유무역항' 건설 계획 발표로 강세를 보였던 하이난 테마주를 비롯해, 소비, 인프라 테마주가 약세를..."
37,'급등 테마주'에서 작전세력들이 개인투자자를 유혹하는 방법,"세력작전유형 미리 알고 대비하자 주식시장 누군가에겐 눈물을, 누군가에겐 기쁨을 코로나로 인해 급락했던 주가지수는 역대급 증시예탁자금과 공매도 금지로 인해 회복세로 돌아서 코로나때 진입한 투자자들에게는..."
38,[자정 택배뉴스] 한국인 정서에 딱 맞는 제약주 정신없이 뜀박질 … 일양약품...,"그 이유로는 코로나19 테마주들의 상승 폭이 상상력의 한계점을 뛰어넘었기 때문이다. 코로나19 진단키트... 또한, 의료 기기 업체들의 주식도 테마주에 밀려 평행선을 그리거나 보합 강세에 그치는 등 그늘 뒤에 숨었다...."
39,"'방탄소년단 테마주' 주가 다 떨어져, 엔터테인먼트3사도 대폭 하락",'방탄소년단 테마주'로 묶이는 회사들의 주가가 모두 떨어졌다. 28일 디피씨 주가는 전날보다 7.44%(900원) 떨어진 1만1200원에 거래를 끝냈다. 디피씨는 자회사 스틱인베스트먼트를 통해 빅히트엔터테인먼트에...
40,마스크에 빠진 구본호…레몬·쌍방울 투자 잭팟,범 LG가 3세 구본호 판토스홀딩스 회장이 마스크 사업에 눈독을 들이며 관련 테마주에 투자를 이어가고 있다.... 구 회장의 마스크 테마주 투자 행보는 계속됐다. 비슷한 시기에 레몬 외에 쌍방울 계열사인 ‘광림’에도...
41,"'라디오스타' 허경환, 대북테마주 투자 결말은? ""경주 왕릉이 내 무덤 같았다...","영상에서 허경환은 '눈물버튼이 북한이다'라는 질문에 ""무조건 통일각이다"" 라며 대북테마주에 관심을 갖게 되었다고 말했다. 이어 주식 투자에 대한 지식을 드러내며 자신의 돈을 대북주에 투자했다고 전했다. 그러나..."
42,"금융당국, `코로나 테마주` 모니터링 강화","금융당국이 '코로나19 테마주'를 활용하는 세력들에 대해 경고성 메시지를 날렸다. 금융당국은 주식... 금융위원회와 금융감독원, 한국거래소는 10일 보도 참고자료를 내고 ""코로나19 테마주 모니터링을 대폭 강화할 것..."
43,"'방탄소년단 테마주' 대부분 강세, 엔터테인먼트3사 모두 올라",'방탄소년단 테마주'로 묶이는 회사들의 주가가 대부분 올랐다. 27일 디피씨 주가는 전날보다 10.5%(1150원) 급등한 1만2100원에 거래를 끝냈다. 디피씨는 자회사 스틱인베스트먼트를 통해 빅히트엔터테인먼트에...
44,기지개 켜는 보수 대권 잠룡…시장 관심은 홍정욱·김세연,김세연 의원과 홍정욱 전 헤럴드 회장이 대권 후보로 거론되면서 관련 테마주가 들썩이고 있다. 두 사람은... '홍정욱 테마주'로 꼽히는 KNN은 29일 오전 10시30분 기준 전일 종가 대비 약 18% 상승한 1510원에 거래됐다....
45,이 사람은 왜? 총선 이후 출렁이는 ‘대선테마주’,테마주들의 주가는 통상 총선 직전 상승하다가 총선이 끝나면 결과와 상관없이 곧바로 급락하는 사례가 많다. 국민적 관심사인 대형 이벤트의 소멸로 개인 등 단기 투자자들의 투자 전략에서 ‘정치인 테마주’가...
46,"엔터테인먼트 3사 모두 상승, '방탄소년단 테마주'도 대체로 강세",'방탄소년단 테마주'로 묶이는 회사들의 주가도 대체로 상승했다. 손오공 주가는 4.57%(85원) 오른 1945원에 거래를 마쳤다. 손오공은 방탄소년단 인형을 유통한다. 키이스트 주가는 2.49%(150원) 높아진 1만4050원에...
47,"'방탄소년단 테마주' 모두 올라, 엔터테인먼트3사는 제각각",'방탄소년단 테마주'로 묶이는 회사들의 주가가 모두 올랐다. 25일 디피씨 주가는 직전 거래일인 22일보다 5.94%(600원) 상승한 1만700원에 거래를 끝냈다. 디피씨는 자회사 스틱인베스트먼트를 통해...
48,"신종코로나 테마주·악성루머 기승…금융당국 ""엄중 단속""",부리는 테마주와 악성 루머에 대한 대응을 강화한다고 11일 밝혔다. 최근 신종코로나 확산에 따른 불안을... 금융당국이 집계한 신종코로나 테마주 종목의 지난달 20일부터 이달 5일까지 평균 주가 등락률은 57.22%로...
49,'황우석 테마주' 홈캐스트 주가조작 일당 징역형 확정,'황우석 테마주’라며 코스닥 상장사 홈캐스트 주가를 조작한 혐의로 재판에 넘겨진 일당에게 징역형이 확정됐다. 대법원 2부(주심 안철상 대법관)는 9일 자본시장법 위반 혐의로 기소된 홈캐스트 전 최대주주 장모씨...
50,이재명 '대선 불출마' 언급에 테마주 급락,"이재명 테마주로 분류되는 에이텍, 에이텍티앤이 급락했다. 에이텍은 이날 7.96% 내린 1만3300원으로... 정치인 관련 테마주의 경우 대선 불출마는 시장에서 악재로 받아들여진다. 한편 에이텍 최대주주 신승영씨는 이재명..."
51,"[5스타 오후 장 투자전략] 테마주 순환매, 관심 가질 업종은?","◇ 오늘장 특징업종 - 그린 뉴딜 정책 선언, 풍력·태양광 관련주 강세 - 코로나19 어린이 괴질 의심 사례 발생 (고려제약 장중 급등) ◇ 오후장 투자전략 - 코로나 확산 불안감, 美·中 무역 전쟁 재점화 가능성 → 대형주..."
52,"현대차 시가총액 앞지른 카카오 '언택트', 지금 투자해도 되나","테마주도 '재무제표' 뜯어보기 현재의 시장 분위기 코스피 2000선을 회복하고 며칠간은 매매를 하지 않고... 본인의 경우 75%는 안정적인 우량주와 배당주에, 25%정도만 테마주에 오버나잇과 공격투자하고 있다. 적은 비율로..."
53,미중 갈등만 터지면 뜨는 희토류株…뜯어보면 '진짜' 없다 [저격 이 종목],미국과 중국이 갈등양상을 보일 때마다 어김없이 뜨는 테마주가 있다. 희토류 테마주다. 희튜로는 열과 전기가 잘 통해 전기·전자·광학·초전도체 등에 폭넓게 쓰이는 전략 자원이다. 매년 전세계에서 12만5000t의...
54,"`폭탄돌리기' 정치테마주, 총선 끝나자 폭락","폭탄돌리기의 일종, 실체없는 주가라 불리우는 정치테마주가 총선이 끝나자 일제히 폭락하고 있다. 전문가들은 정치테마주는 선거 결과와 상관없이 급락하는 양상을 보여왔다며 투자대상으로 삼지 말아야 한다고..."
55,"[특징주] 녹십자랩셀, 세포치료제 테마주 강세에 '급등'",녹십자랩셀이 3일 장중 강세다. 최근 정부가 바이오헬스 산업을 2030년까지 수출 주력산업으로 키운다고 밝히자 녹십자랩셀 등 세포치료제 관련주가 급등하고 있다. 이날 오전 11시32분 녹십자랩셀은 전일대비...
56,[시황] 코로나19(진단·치료제·백신 개발) 테마주 6월 8일 13시 7분 현재 장...,"코로나19(진단·치료제·백신 개발) 테마주의 6월 8일 13시 7분 현재 시황은 다음과 같다. 일양약품의 현재가는 76,800원으로 25.90% 상승했다. 일양약품은 지난 5월 29일 자체 개발한 백혈병 치료제 '슈펙트'가..."
57,"지어소프트, 언택트 테마주 넘어 실적주로 자리매김",단기성 테마주에서 벗어나 실적주로 자리매김하고 있다. 21일 금융투자업계에 따르면 올해 초 코로나19가 확산되면서 신석식품 배송 관련 비대면 테마주로 급부상했던 이지소프트가 1분기 연결 기준 569억원의...
58,4배 오르고 10분의 1토막나고… 정치테마주 변천사,그러나 정치테마주는 이슈가 끝나면 주가가 급락하는 경우가 많아 투자자의 주의가 요구된다. 15일... 조국 테마주로 꼽히는 화천기계(010660)도 남선알미늄만큼은 아니지만 개인이 몰리고 있다. 개인 투자자들은...
59,[마켓뷰] 정치인 테마주 지고 남북경협주 오르고,"장 초반엔 정치인 테마주가 주목받았다. 하지만 장초에만 반짝했을 뿐, 막판에는 대부분 무너졌다. 이낙연 테마주로 분류되는 남선알미늄(008350)은 대승에도 불구하고 장 초반 8% 가까이 오르다가 결국에는 10...."
60,총선 끝나자 정치테마주 세대교체,"21대 총선이 끝나자 정치테마주가 세대 교체 시기를 맞고 있다. 총선 전까지 높은 관심을 모으며... 반면 총선 참패로 혼돈에 빠진 야당의 차기대권주자 후보군 관련 테마주로 알려진 KNN(058400), 동일고무벨트(163560)..."
61,"한국거래소 ""코로나19 테마주 40여개 종목 집중 관리""",한국거래소는 코로나19(신종 코로나 바이러스) 테마주 40여개 종목을 집중 관리하고 있다고 밝혔다. 이상 혐의가 발견되면 즉시 심리에 나설 방침이다. 또 21대 총선이 얼마 남지 않은 만큼 정치 테마주에 대한 기획 감시...
62,"[마감]파미셀, 렘데시비르 긴급수입 '급등'...홍정욱 테마주 고려산업-KNN '상...","홍정욱 전 한나라당(서울 노원구병) 의원이 미래통합당의 유력 대선주자로 떠오르며 고려산업과 KNN이 상한가로 치솟는 등 테마주가 강세를 보였다. 한국프랜지(21.44%), 디지틀조선(14.70%) 등도 급등했다. 최근..."
63,중국 관련주 하락속 전염병 테마주 급등…‘작전세력 주의보’,반면 마스크 업체 등 테마주들이 급등하고 있지만 일부 종목은 작전세력의 개입 가능성이 있어... 거래소는 투기 세력들이 일부 테마주의 주가를 인위적으로 띄웠을 가능성에 대해 집중 모니터링하고 있다. 글로벌...
64,올 여름도 무더위…벌써부터 `여름 테마주',올해 여름도 지난해와 마찬가지로 무더위가 기승을 부릴 수 있다는 관측이 다수 제기되면서 여름 테마주에 대한 투자자들의 관심도 높아지고 있다. 주목되는 여름 테마주는 냉방기 종목이다. 신종 코로나바이러스 감염증...
65,[아주증시포커스] 코스피보다는 코스닥... 신용거래 몰리는 테마주,"신용거래 몰리는 테마주 -신용거래융자금이 크게 늘어난 가운데 코스피보다 코스닥에 돈이 몰리고... 00%)도 두 자릿 수 비율 -특징으로는 소형주, 테마주가 많아...남선알미늄은 이낙연 테마주, 비트컴퓨터..."
66,"[마켓뷰] 코스피 하락… 코오롱 계열사, 9개 중 8개 상한가","활짝 웃은 것은 코오롱(002020)계열사와 바이오주, 정치인 테마주 정도였다. 인보사 미국 임상 3상 재개... 테마주 중에서는 정치인 테마주만 날뛰었다. 장 초반 5% 넘게 오르던 이낙연 관련주 남선알미늄(008350)은..."
67,급락장서도 급등 '공매도 테마주' 나오나,다만 일각에서는 과열 종목의 주가 흐름이 테마주의 양상으로 흐르며 제도 도입 취지와는 달리 이른바 ‘공매도 금지 테마주’를 만들어내는 것 아니냐는 우려도 나왔다. 11일 새 기준에 따라 공매도 과열 종목으로...
68,[AI 기획] AI 기업들 IPO 속도낸다... AI 코스닥 대표 테마주 부상 기대,AI 이미지. /게티이미지뱅크 인공지능(AI) 기업들이 IPO(기업공개)에 속도를 내고 있어 하반기부터 대표 AI 기업들이 차례로 코스닥에 입성할 것으로 전망된다. 3일 관련업계에 따르면 AI 대표 기업인 솔트룩스·뷰노...
69,"'방탄소년단 테마주' 모두 하락, 엔터테인먼트3사도 모두 떨어져",'방탄소년단 테마주'로 묶이는 회사들의 주가가 모두 내렸다. 22일 경남제약 주가는 전날보다 3.95%(350원) 내린 8500원에 거래를 마쳤다. 방탄소년단은 경남제약의 '레모나' 홍보모델로 활동한다. 초록뱀미디어...
70,'화웨이 위기' 중국 증시 반도체 테마주는 오히려 들썩,일단 18일 홍콩과 A주 반도체 테마주의 주가는 예상대로 크게 출렁였다. 홍콩에 상장된 중국 파운드리... 그러나 오후들어 장내 자금이 소비 및 인프라 섹터로 쏠리면서 반도체 테마주의 주가가 급락하기 시작했다. 특히...
71,[기업분석]희토류 테마주 주목받는 유니온머티리얼 어떤 회사?,미중간 대립으로 유니온머티리얼이 '희토류 관련주'로 주모받고 있다. 세계 희토류 시장의 70% 이상을 장악한 중국이 미국에 대한 무역보복으로 희토류 수출을 제한할 것이라는 관측에 따 국내 희토류 관련 기업들이...
72,"'방탄소년단 테마주' 대체로 약세, 엔터테인먼트3사는 JYP만 올라",'방탄소년단 테마주'로 묶이는 회사들의 주가가 대부분 하락세를 보였다. 21일 디피씨 주가는 전날보다 4.59%(500원) 떨어진 1만400원에 거래를 끝냈다. 디피씨는 자회사 스틱인베스트먼트를 통해...
73,‘코로나 테마주’에 몰려드는 개미군단… 한달새 354% 뛴 종목도,"엮인 테마주들의 주가는 크게 오른 것으로 나타났다. 코로나19 치료제 개발, 진단키트 수출 등과 관련된... 주가가 오른 바이오 종목 상당수는 이른바 ‘코로나19 테마주’로 분류되고 있다. 수젠텍의 외국인투자가..."
74,[단독] '최경환 테마주'가 '이낙연 테마주'로…남선알미늄 급등,국내 알루미늄 전문기업 남선알미늄이 이낙연(사진 왼쪽) 국무총리 정치 테마주로 꼽히며 급등세를 보이고... 최경환 테마주가 이낙연 테마주로 바뀐 셈이다. 18일 주식시장에서 남선알미늄은 16~17% 급등세를 보이면서...
75,"[증시브리핑] 美증시, 경제회복 기대감 여전…다우 2만5천선 돌파",희토류 테마주는 전일대비 11% 넘게 급등했습니다. 미중 갈등 격화에 중국이 희토류 수출 제한 카드를 꺼내들지 않을까 하는 배경이 있는데요. 티플랙스가 상한가로 거래 마쳤습니다. 희토류 테마주 다음으로 주목받은...
76,中리커창 총리 '노점상 경제' 살리기 나선 이유,경제' 테마주로 달아오른 증시 배인선 중국본부 팀장 baeinsun@ajunews.com “노점상 경제는 사람냄새 나는 중국의... ◆'노점상 경제' 테마주로 달아오른 증시 한편 중국 노점상 경제가 달아오르면서 중국 증시에선 노점상...
77,이낙연 테마주도 급락…선거 이겼는데 주가는 왜?,"주요 정치인들과의 연관성으로 주목받았던 정치테마주도 총선 결과에 따라 주가가 출렁이는 상황이다. 그러나 전문가들은 테마주는 주가 변동성이 큰 데다, 당선 여부와 상관없이 주가가 하락할 수 있다며 투자에..."
78,"""동학개미운동"" 30대 이상 55% 코로나19로 주식투자","특히 투자종목 중 테마주 중에서는 코로나19 관련 테마주가 총 46.5%로 가장 많았다. 투자자 10명 중 4명꼴로 코로나19 관련 테마주에 투자한 셈. 세부적으로는 코로나 진단·방역·시약 (23.9%), 백신·제약업체(12.3..."
79,"금감원, 사모펀드 불완전판매 집중점검…총선테마주 기획조사",총선 테마주에 대한 기획조사가 실시된다. 또 무자본 인수합병(M&amp;A) 사건을 전담 조사하는 기구가 운영되고... 금감원은 또 올해 4·15 총선을 고려해 총선 테마주 등에 대한 기획조사를 시행할 계획이다. 아울러 무자본 M&amp;A...
80,'이낙연 테마주' 대구 기반 남선알미늄…왜?,이낙연 전 국무총리가 6년 만에 더불어민주당에 복귀하면서 '이낙연 테마주' 남선알미늄이 급부상했다. 남선알미늄은 그 계열관계인 SM그룹 삼환기업의 이계연 전 대표가 이 전 총리의 친동생이라는 이유로 15일...
81,공인인증서 폐지 가능성에 테마주 급등,"뉴스토마토 = 심수진 기자 |  국회 본회의에서 공인인증서 제도를 폐지하는 법안의 통과 가능성이 커지면서 한국정보인증(053300), 한국전자인증(041460), 라온시큐어(042510) 등 관련주들이 급등했다. 18일..."
82,코로나 테마주 넘어 실적주로...X레이株 매출 폭증,신종 코로나바이러스 감염증(코로나19) 테마주들이 변천을 거듭하고 있다. 마스크·세정제로 시작된... 이들 업체의 서프라이즈 성적표는 ‘테마주를 넘어 실적주가 되는 것 아니냐’는 기대감에 불을 붙이고 있다....
83,"'방탄소년단 테마주' 대체로 강세, 엔터테인먼트3사는 YG 빼고 내려",'방탄소년단 테마주'로 묶이는 회사들의 주가가 대부분 올랐다. 20일 디피씨 주가는 전날보다 5.83%(600원) 뛴 1만900원에 거래를 끝냈다. 디피씨는 자회사 스틱인베스트먼트를 통해 빅히트엔터테인먼트에 1020억...
84,"두나무, 4월 테마주 분석 발표","비상장 주식에서도 코로나19 테마주들이 투자자 이목을 사로잡았다. 미국 식품의약국(FDA)로부터... 이어 '바이오제멕스', '씨티씨생명과학'도 조회수 10위권에 진입하는 등 10위 안에 총 3개의 코로나19 테마주가 올랐다...."
85,"신종코로나 테마주·루머 기승…당국 ""엄정 제재""","금융위원회와 금융감독원, 한국거래소는 신종 코로나바이러스 사태를 틈타 주식시장에서 기승을 부리는 테마주와 악성 루머의 적발과 제재에 나섰습니다. 테마주의 반복적, 대규모 매수행위나 허수 주문하는 행위..."
