,contents
364,"애플이 접히는 화면의 플더블 아이폰을 준비하는 모양이다. 애플은 2월4일(현지시간) 접히는 소재의 디스플레이를 탑재하는 새로운 기기 기술 특허를 미국 특허상표청(USPTO)에 출원한 것으로 확인됐다.접히는 디스플레이 소재는 이미 삼성전자 '갤럭시 폴드'와 화웨이 '메이트X', 모토로라 '레이저'에서 상용화돼 판매되고 있거나 앞두고 있다. 이들 제품은 모두 1세대다. 스마트폰 기술 전반의 발전과 흥미로운 미래 방향성을 보여주고 있지만, 화면 주름 같은 어떤 점에서는 폴더블폰은 기존 프리미엄 모델보다 뒤떨어지는 측면도 있다. 배터리 등의 내부 부품과 디스플레이를 포함하며 두께는 두 배가 되면서 접었을 때 훨씬 두껍다. 모토로라 레이저는 화면을 여닫는 과정에서 삐걱거리는 소리가 나는 것으로 알려진다.| 애플의 폴더블 디스플레이 기기 특허화면 주름 방지하는 메커니즘'폴더블 디스플레이와 힌지(경첩)가 결합된 전자기기(Electronic devices with flexible displays and hinges)'라는 기술 특허 도면을 보면 애플은 1세대 폴더블폰 사용자들이 불편하게 여겼던 문제들을 해결하는 데 초점을 맞춘 듯하다.| 화면 주름을 방지하기 위해 움직이는 판을 적용했다.애플은 디스플레이를 접을 때 발생되는 주름을 방지하기 위해 움직이는 메커니즘을 적용했다. 디스플레이를 펼치면 움직이는 판이 틈을 메우는 방식이다. 디스플레이를 접으면 판은 원래 자리로 돌아간다. 화면이 접히는 과정에서 발생되는 주름 현상을 최소화하는 메커니즘이다. 애플은 2019년 2월과 3월, 5월에도 폴더블 디스플레이 기술 특허를 신청한 바 있다.지난 몇 년간 폴더블 아이폰에 대한 소문은 끊임없이 나왔다. <씨엔비씨>는 2018년 3월28일자 보도에서 ""애플이 2020년 기초부터 새로운 아이폰을 선보일 계획""이라며 ""2020년 출시를 목표로 접히는 소재의 스마트폰을 개발하기 위해 공급 업체와 협력하고 있는 것으로 보인다”라고 전했다.애플이 접을 수 있는 디스플레이 기기를 개발하고 있다고 해도, 꼭 새로운 아이폰을 의미하지는 않는다. 아이패드 같은 화면이 큰 기기에서 접히는 디스플레이의 가치가 더 빛날 수 있다. 디스플레이가 더 잘 보호되고, 작은 가방에 들어갈 수 있고, 기존 노트북에 적용할 수도 있다.<맥루머스>는 “애플은 지난 몇 년간 폴더블 기기와 관련 기술 특허에 관심을 보이고 있다”라면서도 “아직 폴더블 아이폰과 아이패드 출시 여부는 지켜봐야 한다”라고 말했다.| 2월11일 공개되는 ‘갤럭시Z 플립’한편 삼성전자는 2월11일(현지시간) 미국 샌프란시스코에서 열리는 ‘갤럭시 언팩’ 행사에서 화면이 위·아래로 접히는 ‘조개껍질(클램셸)’ 구조의 '갤럭시Z 플립’을 공개한다. 갤럭시Z 플립 외부에는 시간, 알람 같은 정보 확인에 적합한 크기의 1.06형(해상도 300×116) 화면이 있고 기기 중앙 힌지를 중심으로 펼치면 6.7형 화면이 완성된다. 갤럭시10e처럼 측면 지문인식 센서를 통해 잠금 해제가 되고 무게는 183g이다. 색상은 블랙과 퍼플 두 가지로 나온다.이상우 기자"
365," 애플이 보급형 모델 아이폰SE2를 빠르면 올 3월에 내놓을 전망이다.블룸버그 등의 주요외신들에 따르면 애플은 신형 저가모델인 아이폰SE2의 양산을 2월에 시작하고 이를 3월에 공급할 것으로 예상된다.아이폰SE2의 가격은 확실하지 않지만 애플이 2016년에 출시했던 1세대 모델인 아이폰SE의 399달러와 비슷할 것으로 점쳐지고 있다.아이폰SE2는 아이폰8 시리즈와 동일한 디자인을 채용할 예정이다. [출처=애플]애플의 위탁생산업체 홍하이 등이 2020년 2월 보급형 아이폰의 양산을 시작한다. 아이폰SE2의 화면크기는 2017년에 출시됐던 4.7인치 아이폰8과 거의 동일한 것으로 전해졌다.또한 저렴한 LCD 패널을 사용해 제조원가를 낮춘 것으로 알려졌다. 애플의 현재 주력 아이폰은 미국에서 공급중인 아이폰11 시리즈와 아이폰XR, 아이폰8 시리즈이다.다만 가장 저렴한 아이폰8 시리즈의 가격이 449달러여서 400달러 미만의 중저가 스마트폰 시장에서 삼성전자에게 밀리고 있다.이에 애플은 올봄에 저렴한 모델을 추가해 소비자가 입맛에 맞는 가격대의 제품을 고를 수 있도록 해 아이폰의 판매촉진을 꾀할 것으로 보인다.안희권기자"
366,"애플이 신형 보급형 아이폰을 조만간 선보일 것이라는 보도가 나왔다.이 제품은 이르면 3월체 출시될 수도 있다고 블룸버그통신이 내부 사정에 정통한 소식통들을 인용해 1월22일(현지시간) 보도했다.보도에 따르면 애플이 선보일 보급형 아이폰은 2017년 나온 아이폰8과 비슷한 외관에 후면에 하나의 카메라, 그리고 4.7인치 터치스크린을 탑재할 것으로 전망된다.아이폰8은 현재 시장에서 449달러에 판매되고 있다. 애플이 2016년 선보인 첫 보급형 아이폰인 아이폰SE는 399달러에 공개됐다.신형 보급형 아이폰은 아이폰11과 마찬가지로 애플 A13 바이오닉 프로세스서를 탑재한다. 하지만 최근 나온 아이폰 제품들과 달리 보급형 아이폰은 터치 ID가 내장된 홈버튼이 달릴 것이라고 블룸버그통신은 전했다. 얼굴로 인증하는 페이스ID는 포함하지 않을 것이라고 덧붙였다.신제품이 아이폰SE2로 불리울지는 확실치 않지만 새로운 저가형 스마트폰 라인업을 추가하는 것은 애플이 개발 도상국들에서 입지를 강화하는데 도움이 될 것이란 평가다. 이들 국가에선 저가형 안드로이드폰이 많이 보급돼 있다.황치규 기자"
367,"충전 중인 아이폰 갑자기 폭발해 화재…소방당국 출동 - 30일 오전 1시 4분께 인천시 미추홀구 한 빌라 3층 집에서 충전 중이던 휴대전화가 폭발하며 불이 났다. 이 불로 인명 피해는 없었으나 충전 중이던 아이폰 6s가 타고 방 일부가 그을려 25만원(소방서 추산)의 재산 피해가 났다. 사진은 배터리 충전 중 폭발한 아이폰. 2020.3.30 인천 미추홀소방서 제공=연합뉴스소방당국, 정확한 화재 원인 조사 중충전 중인 아이폰이 갑자기 폭발하는 사고가 발생했다.30일 오전 1시 4분쯤 인천시 미추홀구 한 빌라 3층 집에서 충전 중이던 휴대전화가 폭발하며 불이 났다.이 불로 인명 피해는 없었지만 충전 중이던 아이폰 6s가 타고 방 일부가 그을려 25만원(소방서 추산)의 재산 피해가 발생했다.소방당국이 “배터리를 충전하고 있는데 휴대전화가 갑자기 폭발하면서 불이 났다”는 주민 신고를 받고 현장에 도착했을 당시 이미 불은 꺼진 상태였다.앞서 아이폰 6 시리즈는 배터리 결함과 발화 논란에 휩싸인 바 있다. 아이폰 6 시리즈를 쓰다가 불이 붙었다는 소비자 신고가 2016년 중국에서 잇따라 발생하자 애플은 ‘외부 충격에 의한 발화’였다고 해명했다.소방당국은 신고 내용 등을 토대로 정확한 화재 원인을 조사 중이다.최선을 기자"
368," 삼성전자(005930)가 쿼드(4개) 카메라와 대용량 배터리를 탑재한 중저가폰 ‘갤럭시 A31’ 사전판매를 27일 시작한다. 갤럭시 A31을 시작으로 잇따라 갤럭시 A 라인업이 출시 대기하고 있어 50만원대 애플 아이폰SE와의 대결이 벌어질 것으로 보인다. 갤럭시 A31은 △4,800만 화소 메인 카메라 △800만 화소 초광각 카메라 △500만 화소 심도 카메라 △500만 화소 접사 카메라를 탑재하고 있다. 특히 접차 카메라를 활용해 꽃, 음식 등 사물의 질감까지 사진으로 담아낼 수 있다. 배터리는 5,000mAh 대용량이며 15W 고속 충전도 지원한다. 갤럭시 A31의 색상은 프리즘 크러시 블랙, 프리즘 크러시 블루, 프리즘 크러시 화이트 3가지다. 가격은 37만 4,000원으로 자급제와 이동통신 3사 모델로 출시된다. 삼성전자의 갤럭시 A31 ‘프리즘 크러시 블루’ 색상/사진제공=삼성전자갤럭시 A31의 정식 출시는 5월 7일로, 하루 전날 국내에 출시되는 아이폰SE와 맞붙을 예정이다. 아이폰SE는 애플이 4년 만에 내놓는 보급형폰이어서 큰 관심을 받고 있다. 프리미엄폰 아이폰11과 동일한 칩셋인 ‘A13 바이오닉’이 탑재됐지만 가격은 용량에 따라 55만~76만원이다.삼성전자는 갤럭시 A31 출시를 기념해 구매 고객 전원에게 프림엄 동영상 스트리밍 멤버십 ‘유튜브 프리미엄’ 4개월 무료 이용권과 교육 콘텐츠 플랫폼 ‘윌라’ 3개월 무료 이용권을 제공한다./권경원기자"
369,【 대전=김원준 기자】 한국철도가 1일 아이폰용 '코레일 제로페이'를 출시했다.   제로페이란 QR코드나 바코드 인식으로 결제 대금이 소비자 은행계좌에서 판매자 계좌로 직접 이체되는 모바일 결제시스템이다.   안드로이드용 코레일 제로페이는 지난 3월 출시됐다.   코레일 제로페이는 앱을 설치하고 결제계좌를 등록하면 이용할 수 있다. 전국 모든 제로페이 가맹점은 물론 역 창구나 모바일 앱 '코레일 톡'에서 열차 승차권을 구입할 때도 쓸 수 있다.   특히 아이폰8 이상(iOS 13)은 교통카드 기능까지 사용할 수 있다. 교통카드 앱 '모바일 레일플러스'를 설치하고 전용 스티커를 스마트폰에 부착하면 된다. 레일플러스 교통카드 스티커는 전국 철도역 스토리웨이 편의점과 온라인 판매처에서 구입할 수 있다.   한국철도는 코레일 제로페이 출시를 기념해 이달 말까지 추첨을 통해 승차권 20% 할인쿠폰 또는 레일플러스 5000원 충전쿠폰을 제공한다. 또한 부산시에서 사용하면 최대 8%까지 되돌려 받을 수 있다. 
370,"  아이폰12 시리즈 예상 모형 /사진=맥오타카라애플이 올 하반기 출시할 것으로 예상되는 '아이폰12'를 미리볼 수 있는 실물 모형이 공개돼 관심을 끌고 있다.2일 일본 애플 전문 블로그 맥오타카라는 3D 프린터로 만든 아이폰12 시리즈 모형을 공개했다. 모형은 시리즈 네 종으로 알려진 △아이폰12 △아이폰12 맥스 △아이폰12 프로 △아이폰12 프로 맥스다.모형은 지금까지 알려진 소식을 바탕으로 제작됐지만, 일부는 자체 정보를 추가한 것으로 보인다.아이폰12 시리즈 예상 모형 /사진=맥오타카라화면 크기를 보면 아이폰12가 5.4인치, 12 맥스·12 프로는  6.1인치로 앞서 알려진 내용과 일치한다. 하지만  12 프로 맥스는 6.5인치로 제작됐다. 이는 최근 알려진 6.7인치보다 작은 크기다. 6.5인치는 지난해 출시된 아이폰11 프로 맥스와 같은 크기다.후면 카메라는 일반 모델은 소문과 일치하는 듀얼(2개) 카메라를 갖췄다. 하지만 프로 모델은 심도 카메라인 라이다(LiDAR)가 추가될 것이란 것과 달리 아이폰11 프로의 트리플(3개) 카메라를 그대로 적용한 것으로 보인다.아이폰12 시리즈 예상 모형. /사진=맥오타카라외관에서 달라진 점은 심카드 슬롯 위치 변화다. 늘 제품 오른쪽에 있었지만, 이번에 왼쪽으로 이동했다. 외신은 이를 두고 아이폰12가 5G(세대) 이동통신을 지원함에 따라 애플 자체 안테나 모듈(AiP) 탑재를 위한 것으로 풀이했다.이 외에도 작아질 것으로 알려졌던 '노치'도 아이폰11과 같은 크기가 유지됐다. 노치는 전면에 카메라와 각종 센서를 탑재하기 위해 화면을 움푹 파낸 모양을 말한다. 한편 아이폰12 시리즈는 코로나19 여파로 매년 출시되던 9월에서 한달 이상 출시가 지연될 것으로 알려졌다.박효주 기자"
371,"국민카드, 내달 애플제품 대여선납금 자유조정… 비회원도 가능26일 서울 종로구 KB국민카드 본사에서 열린 ‘애플 제품 리스 금융 서비스를 위한 업무협약식’ 후 이동철 KB국민카드 사장(가운데)이 협약식에 참석한 애플 리셀러 대표들과 기념촬영을 하고 있다. KB국민카드 제공“이제 아이폰도 자동차처럼 리스하세요.” KB국민카드가 카드업계 최초로 아이폰, 아이패드 등 ‘애플’의 정보통신(IT) 제품 구매 고객을 대상으로 ‘리스 금융 서비스’를 다음 달 선보인다. KB국민카드가 아이폰이나 아이패드를 대신 구매해 이용자에게 대여하고, 그 대가로 이용료를 받겠다는 것이다. KB국민카드는 26일 서울 종로구 본사에서 애플 프리미엄 리셀러(재판매사) 6개사와 애플 제품 리스 금융 서비스를 위한 업무협약을 맺었다. 이번 서비스에는 갈라인터내셔널(프리스비), 피치밸리(월리스), 비욘드테크(KMUG), 에이샵, 넵튠코리아, 대화컴퓨터 등 애플 프리미엄 리셀러 6곳이 참여한다.  애플 제품 리스 서비스는 KB국민카드 회원이 아니어도 이용할 수 있다. 만 19세 이상이면 누구나 온라인 채널이나 애플 리셀러 매장에 비치된 ‘QR코드’를 통해 리스 희망 제품을 선택하고 리스 기간, 선납금 등 각종 부대조건도 자유롭게 조정할 수 있다. 이용자가 원하는 제품을 선택하고 리스 금융 약정을 맺으면 KB국민카드가 해당 제품을 구매해 이용자에게 인도하고 이용자는 매달 사용료(리스료)를 분할 상환하면 된다. KB국민카드의 리스 금융 서비스는 ‘인수형’과 ‘반납형’으로 나뉜다. 인수형 상품은 고객이 원리금균등방식으로 리스료를 납부한 후 만기 시점에 해당 제품을 인수하고, 반납형 상품은 잔존가치를 제외한 금액을 원리금균등방식으로 상환한 후 리스 만기 시 제품을 반납한다. KB국민카드 관계자는 “이번 업무협약은 정보통신 기기에 대한 소비자 인식이 ‘소유’에서 ‘이용’으로 변화하는 트렌드에 발맞춰 애플 프리미엄 리셀러들과 논의를 시작한 지 1년여 만에 맺은 결실”이라며 “리스 금융 대상 상품을 다양하게 확대하는 등 노력을 이어갈 것”이라고 밝혔다.장윤정 기자"
372,"  'NFC 부착형 스티커'를 아이폰 뒷면 상단에 붙인 다음 교통카드 앱을 다운로드해 사용하면 된다/사진제공=텔큐온핀테크 전문기업 텔큐온(대표 김승훈)이 최근 한국철도공사(코레일)에 아이폰 교통카드 앱(애플리케이션)용 'NFC 부착형 스티커'를 공급했다고 15일 밝혔다.이에 따라 코레일은 전국 스토리웨이(편의점)에서 'NFC(근거리무선통신) 부착형 스티커'를 판매하기 시작했다.'NFC 부착형 스티커'는 아이폰에서 교통카드 앱을 쓸 수 있도록 하는 것으로, 아이폰 뒷면 상단에 붙인 다음 교통카드 앱을 다운로드하면 된다.코레일 측은 '레일플러스 모바일 교통카드' 앱으로 아이폰 교통카드 서비스를 제공한다. 'NFC 부착형 스티커'를 아이폰 뒷면에 부착한 뒤 '레일플러스 모바일 교통카드' 앱을 다운받으면 된다.  텔큐온 측은 ""'NFC 부착형 스티커'로 국내 주요 편의점에도 입점할 계획""이라며 ""아이폰 고객이 좀 더 쉽게 부착형 교통카드를 사용할 수 있도록 하겠다""고 말했다.중기협력팀 박새롬 기자"
373,"아이픽스잇, 아이폰SE 분해 결과 공개(지디넷코리아=이도원  기자)애플의 새 제폼 아이폰SE가 가성비가 높다는 평가를 받은 가운데, 제품 분해 결과 아이폰8에 탑재된 부품 일부를 복구 등 수리에 사용 가능한 것으로 나타났다.IT기기 분해 전문 사이트 아이픽스잇은 애플의 아이폰SE 분해 결과를 공개했다고 씨넷 등 외신이 27일(현지시간) 보도했다.보도에 따르면 아이피스잇은 아이폰SE에 대해 A13 칩이 기존 모든 안드로이드 폰을 능가하며, 카메라 성능이 인상적이라고 평가했다.아이폰SE의 카메라는 아이폰8 카메라로 대체 가능하다고 확인됐다.(사진=아이픽스잇)특히 제품 분해 결과 아이폰8 카메라가 아이폰SE에 호환된다는 결론도 내놓았다. 실제 분해 사진을 보면 아이폰SE 카메라와 아이폰8 카메라의 크기가 비슷한 것을 엿볼 수 있다.그러나 아이폰 SE를 분해하기 위해서는 많은 노력이 필요하며 뒷면 유리는 깨지기 쉬워서 교체하는 것이 비현실적이라고 아이피스잇은 전했다.399달러(약 50만원)에 판매되는 아이폰SE는 가격이 저렴한 만큼 카메라 1개가 부착됐고 페이스ID, 야간모드, 슬로피, 딥퓨전 기능 등은 대거 빠진 게 특징이다.중앙 왼쪽에서 오른쪽으로 아이폰 SE, 아이폰8, 아이폰 XR 카메라 센서.(사진=아이피스잇).아이피스잇은 ""우리의 실험은 아이폰8 카메라가 SE에서도 잘 작동하고 있다는 것을 보여준다""면서 복구 가능 점수는 10점 만점에 6점을 줬다.이도원 기자"
374," 애플이 보급형 모델인 아이폰SE2(가칭 아이폰9)를 4.7인치와 5.5인치 2개의 모델로 출시할 전망이다.나인투파이브맥 등의 주요외신들에 따르면 애플이 최근 배포한 iOS14 베타버전에서 보급형 모델로 4.7인치와 5.5인치 아이폰9를 개발하고 있다는 정보를 확인할 수 있다.4.7인치 아이폰9 모델은 이미 알려진바 대로 LCD 디스플레이와 홈버튼에 지문인식 센서인 터치아이디를 통합했다.눈에 띄는 새로운 정보는 애플이 5.5인치 아이폰9 플러스를 보급형 모델로 준비중이라는 소식이다.애플이 5.5인치 아이폰9을 출시할 예정이다 [출처=애플]이 두 제품들은 앞으로 아이폰8과 8플러스를 대체할 것으로 예상된다.애플은 아이폰8과 유사한 디자인에 지난해 출시됐던 아이폰11에 장착한 A13 바이오닉칩을 채용할 것으로 알려졌다. 애플은 4.7인치 아이폰9의 가격을 기존과 동일한 399달러, 5.5인치 모델을 499달러에 책정할 것으로 예측됐다.애플은 이 보급형 모델을 올 상반기에 출시할 예정이었으나 코로나19의 확산으로 오프라인 발표행사를 개최할 수 없어 이를 취소했다. 이에 애플이 당초 일정대로 상반기에 아이폰9을 공급할지 아니면 이를 늦추질 알 수 없다.밍치 궈 TF인터내셔널증권 애널리스트는 애플이 2020년 상반기에 아이폰9를 공급하며 그해 판매량을 최소 2천만대, 상황이 좋으면 3천만대를 판매할 것으로 예상했다.그는 애플이 아이폰9에 아이폰11의 것보다 저렴한 회로기판을 사용할 것으로 봤다.안희권기자"
375,"(지디넷코리아=이정현  기자)새로운 iOS14 코드를 통해 화면 크기를 키운 보급형 아이폰 모델이 확인됐다.새롭게 출시될 애플의 모바일 운영체제 iOS14의 코드 정보로부터 아이폰9(또는 아이폰SE2)에 대한 세부 내용이 공개됐다고 애플 전문 매체 나인투파이브맥이 16일(현지시간) 보도했다.애플이 보급형 아이폰 모델에 화면 크기를 더 키운 ‘플러스 모델’을 추가할 것이라는 보도가 나왔다. 사진은 아이폰8·아이폰8플러스 (사진=애플)해당 매체는 애플이 보급형 아이폰 모델에 화면 크기를 5.5인치로 더 키운 ‘플러스 모델’을 개발해 추가할 계획이라고 전했다.지금까지 4.7인치 LCD 화면을 갖춘 아이폰9에 대한 소식은 A13 바이오닉 칩을 갖추고 터치ID를 내장한 홈 버튼을 탑재할 것이라는 등 많은 정보가 공개된 바 있다. 하지만, 애플이 더 큰 사이즈의 플러스 모델을 개발하고 있다는 소식은 이번이 처음이다.나인투파이브맥은 애플이 더 큰 버전의 아이폰9도 개발하고 있는 것으로 보인다며, 이 버전은 아이폰9플러스일 수 있다고 전했다. 이는 애플이 아이폰8에서 4.7인치 모델과 5.5인치 플러스 모델을 제공한 것을 감안하면 이치에 맞는다고 덧붙였다.아이폰9, 아이폰9플러스 두 모델 모두 아이폰11, 아이폰11 프로에 탑재된 A13 바이오닉 칩을 갖춰, 아이폰6이나 아이폰7 등 구형 아이폰 사용자들에게는 매력적일 것으로 보인다고 해당 매체는 설명했다.아이폰9에는 솔리드 스테이트 홈 버튼이 있으며, 엔트리 레벨 모델이기 때문에 페이스ID 대신 터치ID가 제공될 것으로 보인다. 하지만, 일부 구형 아이폰에서는 사용할 수 없는 애플페이 등의 NFC 기능을 아이폰9에서는 사용할 수 있을 것으로 전망됐다.일부 소문에 따르면 아이폰9, 아이폰9 플러스라는 이름은 아직 추측에 불과하다. 새로운 아이폰9 또는 아이폰SE2는 iOS13.4 출시 후 올 봄에 출시될 것으로 전망된다.이정현 기자"
376,"(지디넷코리아=이정현  기자)삼성전자는 11일(이하 현지시간) 미국 샌프란시스코에서 '갤럭시 언팩 2020' 행사를 열고 갤럭시S20을 선보였다.갤럭시S20 시리즈는 6.2인치 갤럭시S20, 6.7인치 갤럭시S20플러스, 6.9인치 갤럭시S20 울트라 모델로 구성됐다.삼성전자가 11일(이하 현지시간) 미국 샌프란시스코에서 갤럭시S20 시리즈를 공개했다. (사진=씨넷)갤럭시S20의 주요 특징 중 하나는 초당 120개의 화면을 보여주는 120Hz 주사율 디스플레이로 고사양 게임도 더욱 매끄럽고 부드러운 화면으로 즐길 수 있다는 점이다. 갤럭시S20에는 후면 카메라 3대, 갤럭시S20 플러스에는 여기에 TOF (비행시간) 센서를 추가했고, 갤럭시S20 울트라 모델에는 100배 줌까지 확대가 가능한 1억800만 화소 카메라가 추가됐다.미국 IT매체 더버지는 11일 삼성 갤럭시S20 시리즈와 경쟁 제품인 애플 아이폰 11 시리즈의 주요 사양을 비교하는 기사를 실었다.삼성 갤럭시S2 시리즈의 제품 사양을 애플 아이폰11과 비교하면 아래와 같다.이정현 기자"
377,"아이폰SE2 본격 출시를 앞두고 앞선 루머로 전해지던 명칭에 대한 아이폰SE2, 아이폰9 등의 명칭이 거론되었으나, 애플이 실수로 개제한 악세서리 페이지에서 공개된 바로는 아이폰SE(2020)으로 확인되었다.미국 매체(IT) 씨넷은 지난5일(이하 현지시간) 아이폰SE와 관련된 각종 전망을 시사한 기사를 게재했다.새 모델명은 아이폰SE가 유력하며, 지난 2016년이후 약 4년만의 아이폰SE의 업그레이드 모델이 될 전망이다.전 세계 스마트폰 시장이 얼어붙은 가운데 애플도 저가모델을 앞세워 점유율 상승에 나선 것으로 풀이된다.가장 큰 관심사는 출시이다. 그간 외신은 15일 공개, 22일 사전예약이 유력하다고 전망했다.한편, 나인투파이브맥이 ‘3일 출시가 유력하다’고 보도하며 조기 출시 가능성이 거론되기도 했지만, 이는 결국 오보로 판명됐다.씨넷에 따르면 ""코로나19""로 전 세계가 팬데믹을 겪고 있는 점을 감안하면 4월22일 사전예약과 출시 등 예약판매 일정이 미뤄질 가능성도 열어둬야 한다고 전하며 현재 애플 공급망의 상당한 타격을 받고 있는 점을 거론했다.가격 또한 관심사인데 외신의 밍치 궈는 아이폰SE의 가격을 399$로 예상하며 이 가격을 무기로 저가 스마트폰시장을 공략할 것으로 예상된다.지난 2016년 아이폰se의 가격도 399달러였다. 하지만 국내출시엔 최근 상승된 환율을 감안 가격은 소폭 상승될 것으로도 예상된다.아이폰SE의 디자인은 아이폰8을 기반으로 설계되었고 홈버튼이 있는 아이폰 고유의 디자인을 계승할 것으로 전망된다.아이폰SE의 칩셋은 아이폰11에 탑재된 A13프로세서에 3GB 램이 탑재될 것이며 내장 스토리지는 64GB, 128GB, 256GB 등 3가지 스토리지로 세분화될 것으로 예상된다.이에 따라 신형아이폰 소식에 국내 이통3사는 기존 아이폰 시리즈의 재고를 소진하기 위해 출고가인하와 공시지원금 상승으로 본격 각격인하에 돌입했으며, 스마트폰 할인 판매 카페인 '사나폰'에서는 아이폰XR을 9만원대로 아이폰XS는 10만원대로 재고소진 기획전을 열었으며, 아이폰11시리즈는 40만원대로 60%이상 인하된 할인기획전을 열어 화제가 되고 있다.업계 관계자에 따르면 최근 부진한 실적을 만회하기 위해 이례적으로 신형아이폰까지 가세해 소비자의 부담을 덜고자 하는 이통3사의 노력과 제조사의 협조에 소비자는 유래없는 대란을 맞이하고 있다며 이번 구매타이밍을 잘 잡아 호갱탈출을 노리는 소비자가 점차 증가하고 있다고 전했다.자세한 소식은 스마트폰 판매 카페인 '사나폰'에서 알아볼 수 있다"
378," 아이폰12 일부 모델의 출시 일정이 한 달 가량 지연될 것이라는 전망이 나왔다. 신종 코로나바이러스감염증(코로나19) 영향으로 연말까지 출시 일정이 미뤄질 것이라는 분석도 제기되고 있다.10일(현지시간) IT전문매체 맥루머스는 중국 GF증권의 리서치노트를 인용해 아이폰 12 시리즈의 출시일이 2단계로 나뉠 것이라고 밝혔다. 아이폰12 5.4인치 모델과 6.1인치, 아이폰12 프로 모델은 9월 중 출시되고 6.7인치 아이폰12 프로 맥스는 10월 이후 출시될 것이라는 분석이다.제프 푸 연구원은 ""아이폰12 엔지니어링 검증 테스트 과정이 2주 가량 연장됐고 5.4인치와 6.1인치 모델은 4월 말, 6.7인치 모델은 5월 중순으로 지연될 것""이라고 설명했다. 코로나19로 인한 여행 제한과 화물 지연 이슈가 생겨나 부품 조달 과정 등에 차질이 빚어지고 있어서다.애플은 과거에도 아이폰을 모델별로 출시 일정을 조정했던 전례가 있다. 2018년 8월에 아이폰XS와 XS 맥스가 먼저 출시됐고 아이폰XR은 한 달 후인 9월에 출시됐다. 2017년 9월에는 아이폰8과 아이폰8+를 먼저 선보였고 11월에 아이폰X를 출시했다.아이폰12 출시 일정이 12월까지 늦춰질 것이라는 분석도 있다. 웨드부시 증권은 코로나19으로 인해 공급망에 차질이 발생하면서 출시 일정을 맞추기 어려워져 연말 출시를 예상하고 있다.다니엘 아이브스 웨드부시 증권 연구원은 ""5G를 지원하는 아이폰12 시리즈가 공급망 이슈로 인해 가을에 출시되지 않을 것""이라며 ""글로벌 팬데믹 상황에서 애플이 보수적으로 접근할 가능성이 있다""고 설명했다.웨드부시증권은 올해 아이폰 매출이 14% 감소할 것으로 전망했다. 당초 올해 아이폰 매출 전망치도 1500억달러에서 1310억달러로 낮춰 잡았다. 아이폰 판매량 전망치도 2억대에서 1억7700만대로 하향 조정했다. 한편 GF증권은 2020년형 아이폰SE가 이달 중순에 출시되며 이르면 다음주 초에 발표될 것이라고 전망했다. 새로운 아이폰SE는 4.7인치 디스플레이에 터치아이디와 홈버튼, A13 칩을 탑재하고 3GB램과 최대 256GB 저장용량을 제공할 것으로 보인다.한진주 기자"
379," 미국의 IT매체인 씨넷은 25일 (현지시간) 아이폰 차기 모델과 관련된 8가지 루머를 정리해 보도했다. 이 기사에는 출시 일정부터 5G 지원 여부까지 다양한 쟁점들을 폭 넓게 다뤄 많은 아이폰 매니아 층의 눈길을 사로 잡았다. 그 중에서도 가장 많은 관심이 쏟아진 것은 바로 아이폰12 출시일에 대한 정보였다.그동안 애플은 8월 혹은 9월에 신제품을 공개 및 출시를 진행해왔었다. 허나, 올해는 이 일정을 벗어나 10월에 새로운 아이폰이 공개될 전망이다. 가장 큰 이유는 코로나 바이러스 (코로나19)의 영향 때문이다. 생산 과정에서 한 차례 모두 중지가 이루어진 바가 있기 때문. 새로운 아이폰 출시를 기다려온 소비자들에겐 안타까울 소식일 수밖에 없다.가격 면에서는 전작에 비해 더 저렴해질 것이라는 의견이 나오고 있다. 아이폰12 가격은 현재 스마트폰 시장의 트랜드인 중저가에 맞춰 출시할 예정으로 보고 있다. 저명 블로거인 존 프로서는 올해 아이폰12 가격이 649달러로 책정될 것이라 예상했다. 이 예상이 적중할 경우 전작인 아이폰11 가격에 비해 약 50달러 가량이 저렴해진다.애플의 하반기 프리미엄 플래그십 스마트폰인 아이폰12에 대한 예상과 루머가 조금씩 나오고 있는 가운데 네이버 스마트폰 공동 구매 할인 카페인 ‘상상폰’ 에서는 아이폰 시리즈의 특가 프로모션을 통해 재고 정리를 진행 중이란 소식을 전했다. 그 내용을 살펴보면 아이폰XR 가격과 아이폰8 가격, 아이폰8 플러스 가격 등 전작 아이폰 기종을 최저 0원에 구매할 수 있는 것이 대표적인 내용이다.이어 작년 출시된 아이폰11 시리즈인 아이폰11, 아이폰11 PRO, 아이폰11 PRO MAX 가격 역시 할인을 적용시켜 판매 중에 있다. 아이폰11 가격을 30만원대로, 아이폰11 PRO 가격을 반값에 구매할 수 있도록 혜택을 제공한다. 이 밖에도 최근 출시된 2세대 보급형 아이폰인 아이폰SE2 가격 역시 할인을 제공 중에 있다. 더불어 필수 3종 사은품이라는 명칭으로 휴대폰 케이스, 액정 보호 필름 등도 사은품으로 제공한다. SK, LG U+, KT 이통 3사 모두 진행이 가능한 것으로 알려져 더욱 화제가 되고 있다. 아이폰 시리즈 가격 할인 기획전에 대한 더 자세한 소식은 네이버 스마트폰 공동 구매 할인 커뮤니티인 상상폰에서 직접 알아볼 수 있다."
