date,time,category,headline,content
20200905,오후 11:40,경제,풀무원다논 239억원 요거트 생산라인 증설…생산력 2배 확대,생산라인 3개 추가 연간 2만8천t → 6만 6800t 2배 이상 확대 CBS노컷뉴스 김연지 기자 사진 풀무원 제공 요거트 전문 기업 풀무원다논이 전북 무주 공장에 239억원을 투입 신규 요거트 생산라인을 추가 증설했다고 4일 밝혔다. 이번 증축으로 연간 요거트 생산능력을 2배 이상 확대할 계획이다. 풀무원다논에 따르면 무주공장은 대지면적 11만 9936㎡ 3만 6280평 연면적 1만 3078㎡ 3956평 규모로 지난 2008년 설립됐다. 이번 증축을 통해 3072㎡ 929평 의 연면적을 추가로 확보했다. 고속충진설비와 포장설비 전처리설비 등을 증설하여 요거트 생산 능력을 기존의 2만 8천t에서 2.3배가 넘는 6만 6800t으로 확대했다. 이번 증축을 통해 풀무원다논은 증가하고 있는 소비자 수요에 맞는 제품 공급이 가능해졌고 시장 트렌드에 빠르게 대응할 수 있는 인프라를 갖추게 됐다 면서 무주군을 비롯 전북 동부권 지역의 고용 창출 및 지역경제 활성화에도 기여할 것 으로 내다봤다. 풀무원다논은 풀무원과 100년 발효 전문 프랑스 다논의 요거트 기술이 더해져 설립된 요거트 전문 기업이다. 닐슨코리아에 따르면 최근 3년간 국내 요거트 시장은 연평균성장률은 0.5%에 그친 반면 풀무원다논은 같은 기간 연평균 10.9%의 매출성장률을 기록하고 있다. △액티비아의 화이트 △아이러브요거트의 한끼오트 △그릭의 그릭 달지 않은 플레인 △솔루션의 위솔루션 등으로 포트폴리오를 강화하고 있다. 최근에는 고단백 요거트 신제품 오이코스와 다양한 토핑을 요거트와 함께 즐기는 요거톡을 선보이기도 했다. 풀무원다논 정희련 대표는 풀무원다논 무주공장은 그동안 액티비아 등 세계적 수준의 발효유 제품들을 생산해 오면서 풀무원다논이 국내 최대 규모의 요거트 전문 기업으로 발돋움하는 전진 기지 역할을 해 왔다 며 이번 무주공장 증축도 매년 두 자리 수 이상의 높은 성장을 한 결과 라고 강조했다. 이어 이번 3개 라인 증설로 생산 능력이 2배 이상 늘어난 만큼 앞으로 더 새롭고 다양한 맛과 기능을 갖춘 제품들을 선보이며 국내 요거트 시장점유율을 확대해 나가겠다 고 밝혔다.
20200905,오후 11:39,경제,공차코리아 밀크티 전용 티 마스터 우유 출시,유지방 함량 표준화 및 오더 메이드 방식으로 신선함 유지 건국유업과 함께 밀크티 전용 우유 개발 K MILK 국산우유 사용인증 획득 CBS노컷뉴스 김연지 기자 밀크티 전용 우유 티 마스터 우유 . 사진 공차코리아 제공 글로벌 티 Tea 음료 전문 브랜드 공차코리아가 밀크티 전용 우유 티 마스터 우유 를 선보인다고 5일 밝혔다. 공차코리아에 따르면 티 마스터 우유 는 HACCP 인증 배합사료를 먹인 건강한 젖소로부터 얻은 1A 등급 세균수 기준 최고 등급 원유를 사용한다. 공차의 향이 가장 잘 발현될 수 있도록 유지방 함량을 3.6%로 표준화하고 지방입자 크기를 조절해 골고루 분포시켰다. 주문 뒤 바로 생산해 24시간 이내 매장 배송을 원칙으로 한 우유가 공차 전용으로 사용된다. 이취 제거 시스템인 AT Absolute Taste 공법을 적용 밀크티 특유의 맛을 더하고 밀크폼에 최적화된 우유라는 게 공차 측 설명이다. 티 마스터 우유 는 공차코리아와 건국유업이 함께 개발했다. 밀크티 전용 우유로 공차 매장에서 사용된다. 국산 원유를 100% 사용해 한국낙농육우협회로부터 K MILK 국산우유 사용 인증 을 획득한 바 있다. 공차코리아 마케팅 본부장 이지현 상무는 건국유업과 상당 기간 공동 개발해 티 마스터 우유를 선보이게 됐다 면서 앞으로도 끊임없는 도전과 혁신으로 최상의 맛을 제공하고 유지할 수 있도록 심혈을 기울일 것 이라고 말했다. 공차코리아 상품개발자 이우신 상품프로젝트파트장은 오랜 기간의 연구 끝에 유지방 입자 크기 를 균일하게 조절하고 그 함량이 3.6%일 때 밀크티와 밀크폼이 가장 맛있다는 것을 알게 됐다 면서 더 신선해진 공차 전용 우유로 더욱 맛있고 건강한 밀크티를 만들겠다 고 강조했다. 티 마스터 우유 만든 밀크티는 이달 월부터 전국 660개 매장에서 만날 수 있다.
20200905,오후 11:39,경제,집에서 여유 즐기는 홈루덴스족 겨냥 T.P.O 먹거리 경쟁 치열,기분 좋게 Terrific 풍부한 맛 Plentiful 가벼워 부담 없는 Oil free 아이템 인기 CBS노컷뉴스 김연지 기자 코로나19 확산에다 역대 최장 기간의 장마와 연이은 태풍까지 북상하며 외출이 자유롭지 않자 집에서 여유를 즐기는 홈루덴스 Home Ludens 족이 증가하고 있다. 이처럼 홈라이프를 즐기는 사람들을 겨냥한 업체들의 경쟁도 뜨겁다. 이들은 T.P.O를 필두로 내세워 홈루덴스족 취향 저격에 나섰다. 기존 Time Place Occasiond를 뜻하는 T.P.O 대신 기분을 돋궈주고 Terrific 풍부한 맛과 향을 갖추며 Plentiful 기름을 사용하지 않아 Oil free 부담 없는 등의 특성을 갖춘 것들이다. 코카 콜라사 ‘코카 콜라 제로’ ‘스프라이트 익스트림 코카 콜라사는 130년 전통에 설탕을 뺀 제로 콜라와 스프라이트를 내세운다. 코카 콜라사 관계자는 외출이 자유롭지 않는데다 습도도 높을 때 시원하게 마실 수 있는데다 부담 없는 칼로리로 홈루덴스족에게 큰 인기를 끌고 있다 고 말했다. 탄산이 더 강해진 스프라이트 익스트림도 최근 출시 이후 빠르게 인기가 상승하는 중 이라면서 고유의 레몬향에다 더욱 강렬해진 탄산으로 젊은 소비자 층에서 주목 받고 있다 고 덧붙였다. 조지아 크래프드 는 홈카페족에게 인기다. 조지아 크래프트는 핫브루 Hot Brew 와 콜드 브루 Cold brew 의 장점을 더한 듀얼 브루 Dual brew 형태의 커피로 간편한 게 특징이다. 470ml 대용량으로 가심비를 고려하는 소비자도 공략했다. 조지아 크래프트는 아메리카노와 라떼 두 종류다. 왼쪽부터 코카 콜라사 ‘조지아’ 일리 ‘일리 프란시스 Y3.2 집에서 직접 커피를 제조하는 홈바리스타를 노린 캡슐 커피 머신도 있다. 일리의 일리 프란시스Y3.2 는 컵 사이즈에 맞게 높낮이가 조절되도록 컵 받침대가 탑재됐다. 기호에 맞게 커피를 즐길 수 있도록 추출량을 커스터마이징 할 수도 있다. 일리의 IperEspresso System 아이퍼에스프레소 시스템 은 특허를 받기도 했다. 홈캠핑족을 겨냥한 에어프라이어도 주목 받고 있다. 필립스코리아의 스마트 센싱 에어프라이어 는 식재료 종류와 양에 맞춰 스스로 조리 온도와 시간을 조절하는 것이 특징이다. 필립스가 자체 개발한 스마트 센싱 AI 기술로 통삼겹 치킨 등의 요리도 단 한번의 터치로 끝낼 수 있다. 조리 중간에도 재료 상태에 맞춰 온도와 시간이 자동 변화되어 번거로움을 줄였다는 평가다.
20200905,오후 11:36,경제,대형 태풍 마이삭에 중국 헤이룽장서 이재민 45만명 발생,서울 뉴시스 제9호 태풍 마이삭 진로 현황. 천리안위성2A호 적외영상으로 포착했다. 기상청 홈페이지 캡처 2020.09.03. photo newsis.com 하얼빈 신화 뉴시스 이재준 기자 역대 4위 초대형 태풍으로 기록된 마이삭 MAYSAK 이 중국 동북부 헤이룽장성을 지나면서 45만명의 이재민을 발생시키는 등 막대한 피해를 주었다고 현지 당국이 5일 밝혔다. 헤이룽장성 기상국은 이날 제9호 태풍 마이삭이 지난 3일 강풍을 동반한 채 성내에 진입해 이틀간 171.3mm의 폭우를 쏟아내면서 45만2700명의 이재민이 생겼다고 전했다. 이로 인해 헤이룽장성 93개 현과 지구에서 수재 피해가 일어났으며 9829명이 긴급 대피했다. 또한 마이삭에 의한 범람과 홍수 침수 진흙사태로 가족 1157채가 부서지고 농경지 36만9100ha가 피해를 보았다. 농경지 9829ha는 수확이 완전히 불가능하다고 한다. 성기상국은 마이삭이 도착하기 전인 지난 2일 3단계 긴급경보를 발령했다고 태풍 위력이 크게 약해진 4일 오후 3시50분을 기해 해제했다. 하지만 성기상국은 제10호 태풍 하이선이 오는 8일께 강풍 집중호우와 함께 헤이룽장성 일대에 들어올 것이라며 대비를 당부했다. 중국에서 헤이룽장성은 큰 바다를 끼고 있는 동부와 남부 지방에 비해선 거의 태풍이 오지 않는다. 하지만 올해 들어선 일본을 거쳐 한반도 주변으로 북상한 태풍이 연이어 중국 동북지방까지 진출해 피해를 내고 있다.
20200905,오후 10:34,경제,폐점 위기 인천공항 면세점...공항 파격제안으로 급한 불 꺼,인천공항공사 면세점 정액제 임대료 포기 계약기간 남아 있던 신세계도 새 규정 적용 앵커 코로나 이후 사실상 개점 휴업 상태인 인천공항 면세점 업자들이 새 계약 체결을 앞두고 모두 손을 떼는 모습을 보이자 인천공항 측이 황급히 파격 제안을 했습니다. 장사가 안되면 임대료도 적게 내는 방식으로 납부 방식을 바꿔 일단 급한 불은 껐습니다. 박병한 기자가 보도합니다. 기자 지난해 대비 이용객 수가 95% 이상 줄어든 개점휴업 상태에서도 매월 300 400억 원 씩의 임대료를 내야 했던 인천공항 면세점들은 고충이 많았습니다. 하지만 최근 인천공항공사가 면세점에 대해 내년 말까지 정액제 임대료 대신 매출에 비례해 임대료를 내도록 양보안을 제시했습니다. 향후 5년간 새 영업계약 체결을 앞두고 롯데와 신라 면세점이 입찰을 포기하자 다급해진 인천공항공사가 파격 제안을 던진 것입니다. 이번 조치에 따라 2023년까지 계약 기간이 남아있던 신세계면세점도 매출에 비례한 임대료만 내는 것으로 조정됐습니다. 안주연 신세계면세점 부장 인천공항공사가 전향적으로 사업자와 상생을 위해 방향을 전환해 준 것에 감사히 생각합니다. 경영과 고용 안정에 최선을 다하겠습니다. 지난 1일부터 1터미널에서 첫 영업을 시작했지만 당초 정액제 임대료 계약을 맺었던 현대백화점면세점도 바뀐 임대료 적용을 받게 돼 안도의 한숨을 쉬었습니다. 강준모 현대백화점 과장 코로나9 재확산으로 당분간 많은 고객이 찾기는 어렵겠지만 장기적 관점에서 영업할 수 있도록 준비해 나갈 계획입니다. 인천공항공사는 또 공항 이용 여객 수가 작년 동월 대비 60% 이상 회복하면 임대료 감면 혜택을 끊기로 했던 종전의 기준도 80%로 더 올렸습니다. 오는 14일 마감인 새 계약자 입찰에 대형 면세점들이 참가할 것으로 보이나 SM면세점 등 중소형 면세점들이 포기한 면세 구역은 어떻게 처리해야 할지 하는 과제가 남아 있습니다. YTN 박병한 입니다.
20200905,오후 10:34,경제,뉴딜펀드 관제펀드 논란에 금융위 과거와 차별화 반박,앵커 정부가 지난 3일 발표한 국민참여형 뉴딜펀드 를 놓고 일각에서 관제펀드 라는 비판이 일자 정부가 과거 펀드들과 차별화된 강점을 지녔다며 적극적으로 반박에 나섰습니다. 하지만 이번엔 투자 과정에서 손실을 볼 가능성을 원칙적으로 인정하면서 관련 논란은 계속될 전망입니다. 최두희 기자입니다. 기자 지난 3일 정부가 야심차게 발표한 뉴딜 펀드 . 앞으로 5년 동안 20조 규모로 조성되는데 저금리 기조로 시중에 풍부한 유동성을 끌어들이겠다는 전략입니다. 홍남기 경제부총리 겸 기획재정부 장관 지난 3일 시중의 풍부한 유동성을 생산적으로 흡수 활용하기 위함입니다. 급격히 증가한 시중 유동성을 뉴딜 프로젝트와 같이 생산적인 부분으로 흡수해 활용하는 것이…. 하지만 과거 이명박 박근혜 정부가 주도했던 펀드들처럼 흑역사를 반복할 수 있다는 우려가 번지자 금융위원회가 적극적으로 반박에 나섰습니다. 뉴딜 펀드가 투자하는 디지털·그린은 세계적으로 각광 받는 신산업 분야라며 차별성을 강조한 겁니다. 정부가 금융권을 동원해 관제펀드를 만든 것 아니냐는 지적에 대해선 금융회사 자체적인 경영전략에 따른 것이라며 선을 그었습니다. 또 펀드 손실을 국민 세금으로 메우는 것 아니냐는 비판에는 재정이 후순위 부담으로 위험을 떠안는 건 통상적인 정책이라며 맞받아쳤습니다. 이번 정부 임기가 끝나면 사업이 흐지부지되는 것 아니냐는 우려에도 뉴딜 분야 성장이 이어질 것이란 전망을 내놨습니다. 하지만 논란은 여전합니다. 앞서 3일엔 사실상 원금보장 기능이 담겼고 35%까지는 손실을 흡수한다고 했던 정부가 은성수 금융위원장 지난 3일 펀드가 투자해서 손실이 35% 날 때까지는 35%에서 손실을 다 흡수한다는 얘기가 되겠습니다. 하루도 안 돼 10%로 정정한 데 이어 이번엔 투자 과정에서 투자자가 손실을 볼 가능성을 원칙적으로 인정했기 때문입니다. 이와 함께 구체적인 뉴딜 펀드의 투자 대상조차 정해지지 않은 상황이어서 뉴딜펀드를 둘러싼 논란은 쉽게 가라앉지 않을 전망입니다. YTN 최두희 dh0226 ytn.co.kr 입니다.
20200905,오후 10:26,경제,“이명박·박근혜 시절 관제펀드와 달라”…뉴딜펀드 논란 해명,‘제1차 한국판 뉴딜 전략회의’가 3일 청와대 영빈관에서 열렸다. 문재인 대통령이 모두발언을 하고 있다. 2020. 9. 3.도준석 기자 pado seoul.co.kr 이른바 ‘한국판 뉴딜’을 견인하기 위한 뉴딜펀드도 과거 이명박·박근혜 정부 시절 추진된 ‘녹색펀드’나 ‘통일펀드’처럼 부실한 결과를 낳을 것이란 우려가 제기되자 정부가 “사업 구체성과 측면에서 과거 펀드와 다르다”며 해명에 나섰다. 5일 금융위가 내놓은 ‘뉴딜펀드 관련 7문7답’에 따르면 금융위는 “과거 녹색펀드 통일펀드는 사업 실체가 상대적으로 부족했다”며 “한국판 뉴딜은 차별화된 강점이 있다”고 강조했다. MobileAdNew center 금융위는 디지털·그린은 세계적으로 각광받고 있는 신산업 분야인 점 관련 예산이 이미 선정돼 사업 구체성이 상당 수준 갖춰진 점 재정이 후순위 위험 부담을 지는 점 정책펀드 운용 경험이 축적된 점 등을 뉴딜펀드의 강점으로 꼽았다. 금융위는 “이번 정부 임기가 만료돼도 뉴딜 분야의 중요성과 성장성은 지속할 전망”이라며 뉴딜펀드 투자가 정부 임기와 상관없이 상당 기간 지속될 것으로 내다봤다. 하지만 시장에서는 뉴딜 사업의 범위가 불명확한 데다 투자 매력도 부족하다는 지적이 나온다. 금융위는 “한국판 뉴딜에는 5년간 총 160조원의 재정이 투입될 예정”이라며 “예산안을 통해 뉴딜 사업 내역들이 제시된 만큼 자산운용사 등이 관련 투자 프로젝트를 본격적으로 제안할 것”이라고 했다. 다만 “뉴딜 분야 특성상 불확실성이 크고 투자 기간이 길어 민간자금이 적극 투자에 나서기 어려운 측면이 있는 게 사실”이라며 “재정 지원을 통해 위험 분담을 낮추고 세제 지원을 통해 투자를 유도하려는 것”이라고 설명했다. 또 민간 금융지주회사들이 향후 5년간 약 70조원을 뉴딜 분야에 투입하기로 한 것과 관련해 ‘금융권의 팔을 비틀었다’는 비판이 제기됐지만 이는 사실과 다르다고 강조했다. 금융위는 “유동성이 늘어나고 저금리 기조가 장기화하는 상황에서 금융회사들은 뉴딜 분야를 ‘수동적 지원 대상’이 아닌 ‘새로운 기회’로 인식하고 있다”고 설명했다. 그러면서 “금융회사들이 발표 중인 뉴딜 분야 투자 계획은 자체적인 경영전략에 따른 것”이라고 덧붙였다. 한편 최근 사모펀드들이 잇따라 대규모 환매 중단 사태를 일으킨 상황에서 뉴딜펀드도 투자자들의 대규모 손실로 이어지는 게 아니냐는 관측도 나오고 있다. MobileAdNew center 금융위는 이에 대해 “모두 자기 책임 아래 투자를 하는 것이긴 하지만 재정 등이 후순위를 부담한다는 등의 측면에서 위험 분담 장치가 전혀 없는 사모펀드들과 성격이 다르다”고 했다.
20200905,오후 9:49,경제,홍남기 코로나19 재확산에 취약계층 피해 우려…경기보강 등 조치 강구,홍남기 경제부총리 겸 기획재정부 장관이 4일 오후 정부서울청사에서 피치 Fitch 국제신용평가기관과 화상회의를 하고 있다. 아시아경제 이광호 기자 홍남기 경제부총리 겸 기획재정부 장관이 국제신용평가사 피치 Fitch 의 연례협의단과 면담하면서 국내 신종 코로나바이러스감염증 코로나19 재확산으로 취약계층 피해가 우려된다 며 경기보강 등 필요 조치를 강구하겠다고 밝혔다. 5일 기재부에 따르면 홍 부총리는 전날 오후 제임스 맥코맥 피치 국가신용등급글로벌 총괄 스티븐 슈바르츠 아태지역 국가신용등급 총괄 등 피치 평가단과 콘퍼런스콜로 연례협의를 열고 한국의 코로나19 방역과 경제 대응 조치 정부 재정 전망등에 대해 설명했다. 피치 측은 한국이 상반기 대규모 봉쇄조치 없이 코로나19 확산세를 진정시킨 결과 최근 코로나19 재확산 동향 정책적 대응에 대해 물었다. 이에 홍 부총리는 대규모의 신속한 검진 철저한 역학조사 마스크 착용 등 생활방역수칙에 대한 국민의 높은 수용도 등이 한국의 코로나19 방역 핵심 요소 라며 2∼4월의 효과적인 방역 경험을 바탕으로 이번 재확산도 빠르게 극복하기 위해 최선을 다하겠다 고 강조했다. 이어 코로나19 재확산 이전 개선세를 보이던 생산 소비 투자 등이 다소 둔화하고 있고 소상공인과 취약계층의 피해가 우려돼 경기보강 등 필요한 조치를 적극 강구하고 있다 고 설명했다. 구체적으로는 소상공인·자영업자 등 취약계층에 대한 맞춤형 지원방안 강구 하반기 경기 반등을 위한 투자ㆍ수출ㆍ소비 등 경제활력 제고 대책의 조정과 보완을 언급했다. 홍 부총리는 재정건전성 지표 악화와 관련해 코로나19 위기에 대응하기 위한 불가피한 조치였다 며 중장기 재정건전성에 대해 각별히 경계하고 있다 고 말했다. 피치 측은 이번 연례협의가 한국의 경제 상황을 파악하고 한국 정부의 코로나19정책 대응 방향을 이해하는 데 도움이 됐다고 밝혔다.
20200905,오후 9:49,경제,자막뉴스 좀 나아지나 했더니…“‘코로나 재확산’ 매출 90% 곤두박질”,코로나 재확산으로 또다시 썰렁해진 명동거리 곳곳엔 임시휴업 안내문이 내붙었습니다. 이 옷가게는 문을 열긴 했지만 주인만 자리를 지키고 있습니다. 매출이 90% 이상 곤두박질쳐 월세를 내기도 힘듭니다. 옷가게 주인 음성변조 작년 대비 보면 5 6%밖에 이렇게 밖에 안나오는 것 같고요. 매장에 5 6명 이렇게 데리고 있었는데 저 혼자 나와있는 상황이고요. 역 근처 음식점도 마찬가지. 광복절 직전만 해도 이제 좀 활기를 되찾나 싶었는데 거리두기가 강화되며 지금은 테이블이 텅 비었습니다. 식당 주인 음성변조 할수 없이 문을 열긴하는데 더이상 진행이 되면 저희같은 가게 지탱하기 힘들지 않으까. 그나마 단골 포장손님으로 지탱해오던 이 동네 빵집 역시 코로나 재확산의 여파를 피하진 못했습니다. 신흥중 서울 은평구 동네 빵집이라 직장인들이 많이 있는 곳과는 약간의 차이가 있는데요. 그럼에도 불구하고 저희 매출은 20% 떨어지고 있습니다. 실제로 8월 둘째주 1년 전의 93%까지 회복했던 매출은 재확산 기점이 된 광복절 이후 다시 줄더니 75% 수준까지 떨어졌습니다. 재확산 이후 매출액이 30% 이상 줄어든 소상공인이 절반이 넘는다는 조사결과도 있습니다. 여기에 거리두기 2.5단계가 1주일 더 연장되면서 소상공인들의 시름도 깊어지고 있습니다. KBS 뉴스 양예빈입니다.
20200905,오후 9:48,경제,캠코 1937억원 규모 압류재산 공매,개찰결과는 10일 발표 자료 캠코 파이낸셜뉴스 캠코 한국자산관리공사 는 7일부터 9일까지 3일간 온비드를 통해 전국의 아파트 주택 등 주거용 건물 213건을 포함한 1937억원 규모 1466건의 물건을 공매한다. 공매물건은 세무서 및 지방자치단체 등 공공기관이 체납세액을 징수하기 위해 캠코에 공매를 의뢰한 물건이다. 이번 공매에는 감정가의 70% 이하인 물건도 390건이나 포함되어 있어 실수요자들은 관심을 가져볼 만하다. 공매 입찰시 권리분석에 유의해야 하고 임차인에 대한 명도책임은 매수자에게 있으므로 주의를 기울여야 한다. 또한 세금납부 송달불능 등의 사유로 입찰 전에 해당 물건 공매가 취소될 수 있음을 염두에 두어야 한다. 신규 공매대상 물건은 9월 9일 수 온비드를 통해 공고하며 보다 자세한 사항은 온비드 홈페이지 부동산 또는 동산 공고 캠코 압류재산 에서 확인할 수 있다. 한편 캠코는 국민들의 자유로운 공매정보 활용 및 공공자산 거래 활성화를 위해 압류재산을 비롯한 공공자산 입찰정보를 온비드 홈페이지와 스마트온비드 앱을 통해 개방ㆍ공유하고 있다.
